V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
932,820,945,350,776,235,186,826,336,466,264,778,324,669,342,444,689,628,260,694,501,488,619,410,508,275,239,410,0,1
920,837,888,352,770,224,170,831,366,306,454,493,521,530,382,304,550,605,557,705,514,527,608,338,599,385,254,416,0,0
975,790,943,313,760,239,176,826,403,499,190,812,339,694,251,341,688,720,399,690,493,478,620,473,569,285,240,406,1,1
586,974,526,560,679,196,77,1023,179,175,631,414,357,368,332,165,168,249,597,719,543,433,608,392,609,301,276,420,0,0
975,807,911,328,773,241,181,827,416,462,213,762,278,676,445,435,693,695,399,695,502,503,616,254,578,309,240,407,0,1
988,796,884,289,773,236,182,822,454,447,224,840,481,643,316,417,703,657,487,699,499,478,621,431,537,323,238,406,4,1
913,772,857,293,770,238,206,804,414,477,159,775,333,739,349,383,654,650,572,677,503,615,617,299,477,283,256,415,28,1
954,817,928,408,779,238,190,820,320,517,161,755,293,718,220,428,638,628,301,695,509,558,613,375,567,389,232,397,0,1
972,812,916,402,771,239,180,830,364,475,374,757,138,652,371,462,725,748,320,694,503,499,619,370,558,360,239,407,0,1
989,813,882,453,781,251,182,828,343,499,274,810,421,623,180,465,696,746,359,696,504,523,618,327,559,381,238,405,0,1
410,1034,393,576,641,191,51,1111,198,206,535,515,446,488,323,218,241,268,546,721,544,390,599,399,652,303,269,417,0,0
888,748,943,380,779,232,183,825,393,452,229,776,418,650,482,436,689,792,496,724,518,534,643,339,554,318,232,406,21,1
989,809,916,461,771,242,180,823,437,517,228,674,505,771,222,445,663,644,309,693,499,497,623,349,528,321,237,404,0,1
956,799,908,407,779,237,181,823,325,538,185,767,382,723,349,398,685,616,639,701,511,569,625,491,461,856,233,410,0,1
935,805,912,248,774,250,172,785,291,486,290,760,317,703,398,442,719,639,706,708,481,577,617,190,537,386,237,410,1,1
937,797,946,338,768,253,189,824,384,477,198,771,375,713,497,396,666,689,579,708,511,554,625,273,532,339,237,404,11,1
908,840,907,304,772,257,169,724,507,450,156,784,269,576,219,432,752,789,399,679,640,433,627,236,549,286,239,404,0,1
893,812,945,407,772,246,192,786,412,590,297,768,337,679,452,379,668,576,515,684,515,528,622,463,504,331,177,414,4,1
931,772,918,326,753,252,199,821,462,414,265,777,251,640,418,368,757,715,602,720,513,540,647,406,550,304,231,401,30,1
828,736,922,352,792,219,168,782,459,479,245,762,186,682,435,454,687,648,352,645,527,449,608,397,524,257,281,403,12,1
943,816,865,257,772,237,208,811,365,404,225,768,374,624,330,419,731,740,432,697,506,542,613,259,623,320,238,401,19,1
892,838,856,462,756,221,150,839,238,315,480,459,363,447,423,149,224,273,753,708,528,544,614,420,526,324,264,434,0,0
940,815,934,314,775,242,184,829,365,462,347,794,285,682,400,421,699,729,495,697,505,520,616,319,551,305,237,406,0,1
890,798,933,287,774,226,184,822,445,515,255,801,395,678,417,430,662,629,476,688,484,478,642,427,564,381,268,405,0,1
988,819,877,472,779,234,185,824,323,489,345,786,289,610,202,468,737,749,323,695,500,487,620,346,547,345,238,406,0,1
949,736,872,279,760,234,191,819,495,442,299,843,237,749,302,382,666,694,538,721,519,498,604,394,532,136,234,409,43,1
972,814,916,402,772,239,181,829,353,474,388,786,250,643,361,460,722,735,319,695,503,505,619,375,561,359,239,407,0,1
942,780,882,404,774,241,191,824,363,476,319,786,248,697,350,382,728,759,680,714,514,540,641,448,499,289,238,409,18,1
989,815,890,470,776,243,180,827,368,482,230,757,363,582,319,484,730,780,247,695,508,552,619,424,545,397,239,406,0,1
972,805,938,391,769,249,180,830,370,502,324,855,388,714,241,417,660,596,406,695,500,490,620,380,559,326,239,406,0,1
919,835,853,340,773,226,170,839,258,331,473,644,334,507,292,305,541,575,627,704,518,530,612,449,552,503,252,414,0,0
936,808,944,258,766,236,185,827,401,445,348,780,214,673,353,461,676,758,384,695,506,523,618,434,523,411,237,406,5,1
909,822,922,310,776,236,174,775,408,476,256,751,177,679,463,410,741,678,505,684,566,438,617,367,516,443,253,410,0,1
928,772,939,311,761,250,190,827,401,475,328,763,165,734,437,414,663,719,514,713,517,558,639,374,518,475,230,401,20,1
920,781,921,322,844,187,117,819,522,541,340,733,292,840,259,359,719,538,312,679,529,434,349,259,318,235,255,417,0,1
967,800,862,308,748,231,148,841,307,373,486,561,306,510,292,294,352,332,630,705,528,578,621,376,534,338,258,414,1,0
948,815,960,420,764,259,169,790,338,489,335,841,345,732,360,416,679,674,490,707,480,580,618,413,579,435,242,411,0,1
928,794,965,326,772,256,176,816,466,492,306,808,187,695,287,372,688,639,507,691,522,564,614,344,499,312,239,396,2,1
915,778,928,273,769,243,185,821,371,498,171,788,364,696,280,358,666,695,321,679,489,471,612,324,536,253,239,407,12,1
935,798,919,208,756,250,201,818,444,420,214,799,311,721,398,374,676,625,534,697,504,532,621,346,571,245,242,402,21,1
974,789,936,270,765,251,175,831,475,468,240,861,436,682,214,418,653,674,585,698,502,521,615,286,568,577,238,405,1,1
901,858,878,336,772,263,159,652,599,493,279,697,466,643,261,422,787,807,413,670,723,363,648,394,442,216,235,402,0,1
951,819,936,396,779,248,188,824,310,524,284,818,411,707,178,442,622,663,327,696,508,554,616,482,528,331,231,400,0,1
941,818,945,308,772,234,187,822,392,451,293,769,272,652,426,416,715,683,365,697,506,539,615,438,538,283,234,402,0,1
959,820,912,404,781,244,189,824,312,513,149,788,398,718,188,426,639,596,326,694,506,530,620,433,492,308,241,408,0,1
974,807,912,307,771,235,182,826,384,460,396,828,329,674,370,427,709,673,420,696,502,501,619,393,563,414,238,406,0,1
628,963,557,566,685,201,86,999,246,152,713,276,486,392,280,153,176,266,589,717,538,432,609,384,598,294,279,419,4,1
972,813,929,422,771,240,180,826,457,460,321,684,469,700,254,425,750,639,323,695,494,461,621,401,558,323,239,407,0,1
975,788,917,243,765,239,177,826,363,489,309,784,334,671,290,466,697,614,582,701,503,491,616,319,567,293,238,406,4,1
937,813,933,397,751,263,169,741,420,410,222,844,350,657,297,403,749,710,555,716,448,594,625,466,572,359,247,413,13,1
981,790,873,308,771,228,186,819,465,432,232,807,344,633,328,412,732,707,468,702,504,496,615,340,551,251,238,407,11,1
815,755,812,340,765,231,186,833,334,385,227,684,379,669,331,336,508,514,562,673,508,579,625,408,586,354,237,408,9,1
948,801,905,249,775,238,190,823,420,426,205,821,458,645,280,417,693,669,464,703,502,494,628,427,509,299,239,408,7,1
910,685,844,333,755,242,200,814,492,428,168,789,219,752,360,392,671,680,474,748,531,448,589,468,509,179,229,414,83,1
941,814,934,286,774,229,188,824,380,445,230,769,268,688,357,432,678,681,366,696,503,496,617,413,564,251,237,405,1,1
864,843,851,452,745,228,147,854,253,290,449,479,368,449,360,168,232,263,711,702,524,506,615,418,542,284,252,428,4,0
847,856,848,280,761,259,160,686,482,354,485,573,440,556,252,357,582,689,507,662,685,342,638,357,569,253,261,420,10,1
798,793,849,389,786,257,134,576,435,467,320,843,226,660,374,442,770,783,711,691,363,642,648,397,546,570,269,408,0,1
931,836,861,365,773,223,180,831,309,395,309,686,359,580,366,346,605,615,519,700,514,551,621,344,498,255,255,417,2,1
894,775,941,362,769,238,186,821,443,488,189,763,215,708,359,392,679,656,602,680,495,535,633,435,551,316,240,415,8,1
985,799,912,451,777,273,175,838,466,511,302,707,448,762,126,409,695,591,287,693,503,541,621,242,531,379,239,404,1,1
306,1074,315,585,619,193,29,1117,193,206,478,580,473,568,312,253,285,283,503,730,517,393,600,399,672,302,264,417,0,0
993,809,854,295,780,225,188,817,416,446,243,784,306,660,355,401,730,702,448,695,507,550,615,441,593,305,238,405,0,1
991,842,828,500,792,226,190,817,368,406,355,606,562,474,282,528,884,936,224,697,492,443,615,140,569,377,238,408,0,0
923,791,908,401,763,273,220,795,350,548,286,760,341,675,213,453,594,640,379,678,483,505,629,408,546,284,227,366,32,1
940,860,810,435,804,260,186,847,307,389,412,591,440,511,274,521,906,963,235,697,497,456,612,413,602,421,232,403,0,0
977,785,882,307,768,231,184,821,468,430,256,821,417,626,393,429,720,725,425,705,506,501,616,344,530,231,238,407,14,1
928,772,911,538,775,247,194,810,397,541,292,671,572,759,310,398,697,623,540,697,494,496,625,526,494,359,239,384,25,1
892,792,866,517,819,221,176,835,258,408,385,716,307,440,451,460,930,776,165,710,507,490,625,83,531,422,242,416,0,0
971,805,936,421,766,245,176,833,428,471,311,792,183,624,195,446,725,754,405,695,502,516,617,426,568,381,240,407,0,1
967,793,875,500,775,236,190,818,402,468,294,672,570,671,222,467,747,717,269,710,501,434,614,321,523,295,235,408,22,1
987,810,900,456,775,252,177,832,370,494,293,798,398,602,258,497,692,808,315,696,504,519,621,357,527,348,239,406,1,1
966,859,767,518,798,260,178,853,342,435,415,609,477,523,348,501,934,980,403,699,500,487,625,413,486,426,233,401,0,0
912,813,881,249,748,232,154,850,264,338,463,551,293,515,237,307,347,343,552,708,530,572,620,372,560,324,260,413,5,0
972,816,896,367,774,234,181,829,409,415,416,785,198,548,318,450,810,795,385,696,496,465,618,348,571,283,241,408,0,1
909,780,900,323,769,247,206,807,405,525,319,766,219,725,353,399,638,692,552,698,496,543,628,481,527,233,251,403,25,1
974,820,909,420,774,231,183,822,432,451,325,630,390,676,330,463,761,757,320,695,495,456,618,383,570,340,238,407,0,1
993,786,899,235,765,239,173,828,400,489,338,784,324,645,314,476,711,655,509,698,510,558,622,459,524,320,239,405,1,1
941,844,819,456,756,214,151,840,258,238,533,420,210,326,413,225,332,411,530,707,520,476,615,371,603,308,266,422,0,0
925,829,900,325,761,231,166,838,324,358,323,575,262,554,407,311,420,471,564,704,508,456,617,315,539,377,259,415,0,0
991,801,872,290,777,242,182,825,441,450,285,832,392,640,268,431,700,749,525,697,500,491,618,317,556,291,238,405,2,1
954,817,935,409,770,256,172,787,338,491,176,760,251,751,458,423,672,648,500,706,474,520,619,268,561,399,242,412,0,1
923,788,909,420,764,269,216,797,357,547,287,748,372,686,226,445,608,638,401,681,484,504,629,424,539,294,229,369,31,1
878,839,866,270,765,253,169,728,463,376,400,649,446,583,260,375,616,683,494,674,629,389,635,378,551,267,254,417,9,1
972,810,917,395,770,240,179,831,419,444,362,788,190,587,254,448,766,774,395,695,499,491,617,388,569,333,240,408,0,1
985,813,870,325,778,228,186,820,415,431,271,782,307,608,358,418,764,721,414,695,502,515,616,398,587,298,239,406,0,1
880,816,866,362,775,228,167,764,410,433,374,700,344,526,350,357,573,569,483,695,471,510,629,389,521,227,231,421,0,1
972,807,928,411,767,242,177,832,427,458,309,785,193,607,230,445,743,755,397,695,501,504,617,406,569,362,240,407,0,1
989,812,866,321,778,226,187,818,419,447,260,752,323,663,350,414,736,713,421,695,504,531,616,429,588,312,238,405,0,1
969,805,900,464,774,267,172,838,449,490,336,656,442,719,159,381,647,557,328,693,505,539,622,255,527,374,235,406,1,1
894,830,875,265,768,249,174,750,453,388,354,690,449,598,265,385,635,679,487,681,599,414,633,390,541,275,251,415,9,1
857,847,849,361,755,258,119,620,400,304,374,657,470,681,422,309,548,601,714,732,378,674,638,356,530,313,240,404,0,1
973,815,900,377,773,234,181,827,423,418,303,761,223,551,346,445,803,758,370,696,496,465,617,343,574,301,241,408,0,1
974,788,880,311,768,231,183,819,460,426,259,811,409,622,392,425,713,719,429,705,505,503,616,348,531,233,239,407,14,1
974,819,908,418,774,231,183,822,431,450,324,635,388,671,331,462,763,757,322,695,495,456,618,381,571,338,238,408,0,1
932,834,868,358,773,224,181,830,316,399,302,693,351,590,365,353,612,621,505,700,513,546,621,350,504,255,253,416,2,1
929,819,872,307,768,238,180,837,384,370,305,753,403,550,231,388,647,673,458,700,509,523,624,425,519,286,245,409,7,1
933,815,880,294,770,238,182,834,392,383,281,769,416,572,242,395,658,672,460,701,508,516,625,426,517,289,243,409,7,1
944,811,874,275,771,234,176,827,435,414,331,761,346,595,336,385,632,659,504,694,505,496,612,353,548,246,230,405,2,1
972,816,896,367,774,234,181,829,409,415,416,785,199,548,318,450,810,795,385,696,496,465,618,348,571,283,241,408,0,1
967,805,921,385,776,255,180,832,431,485,273,732,375,732,219,418,688,627,319,694,503,523,619,311,545,327,238,404,1,1
924,815,875,268,769,231,174,828,433,398,350,730,326,576,365,365,602,621,495,693,508,498,609,368,545,226,227,405,2,1
955,808,874,278,773,236,177,827,437,422,320,777,356,605,321,396,647,680,509,695,504,495,613,345,550,256,232,405,2,1
924,785,909,442,766,265,212,799,365,546,288,733,410,700,242,436,625,635,427,684,486,502,628,443,530,306,231,371,30,1
964,813,848,346,768,225,173,827,426,349,485,610,474,563,274,345,587,641,487,704,510,501,618,358,550,254,248,412,6,1
956,819,885,405,775,246,178,834,382,449,306,696,400,664,254,375,647,604,411,697,509,546,621,296,513,313,247,411,1,1
955,817,934,407,770,255,173,789,342,488,181,760,250,742,455,423,678,652,495,705,475,517,619,270,562,394,242,412,0,1
940,787,887,416,772,241,198,813,403,495,306,717,403,697,284,435,695,705,403,704,499,485,620,397,525,266,242,406,23,1
952,821,881,398,774,242,178,833,370,440,306,694,394,651,272,370,640,606,429,697,510,547,621,304,511,303,249,412,1,1
971,811,912,396,775,244,181,829,374,477,271,788,353,632,293,474,687,763,333,696,504,511,619,377,540,314,239,406,1,1
992,787,900,236,765,239,173,828,400,488,336,784,324,645,314,476,710,656,507,698,509,557,622,458,525,319,239,405,1,1
989,800,881,325,777,248,181,828,447,463,289,805,404,666,238,427,699,716,474,696,500,502,619,301,550,310,238,405,2,1
938,786,888,410,772,242,198,812,403,497,307,720,391,699,289,433,691,704,413,704,498,489,621,403,525,264,243,406,23,1
974,818,903,402,774,231,183,824,429,436,317,675,333,628,344,457,781,757,336,695,495,456,618,364,572,322,239,408,0,1
927,777,910,504,772,254,200,806,386,542,291,693,513,738,285,412,671,628,499,692,491,498,626,496,507,340,236,379,27,1
986,799,902,409,777,265,177,834,459,495,298,740,433,730,163,415,696,633,350,694,502,528,620,262,538,356,239,404,1,1
962,811,936,415,768,251,174,808,380,482,239,775,219,692,335,433,697,698,456,701,487,518,618,342,564,390,241,410,0,1
801,793,850,390,786,256,135,580,433,467,318,841,227,661,376,442,768,781,707,692,365,640,647,395,547,567,268,408,0,1
962,814,891,414,775,252,177,835,399,462,305,698,410,684,228,382,657,601,386,696,508,545,621,285,517,326,246,409,1,1
904,784,898,341,767,248,201,811,386,505,347,737,232,695,359,380,596,650,549,697,499,549,629,464,529,252,252,401,24,1
973,817,901,389,774,233,182,826,419,430,378,719,279,602,323,455,790,779,358,695,496,461,618,363,571,307,239,408,0,1
956,816,859,278,773,232,177,829,339,408,312,735,424,564,275,351,630,692,458,696,503,483,616,379,564,399,237,406,1,1
957,787,884,510,775,239,191,816,400,487,294,672,571,694,244,449,734,693,339,706,499,450,617,374,515,312,236,402,23,1
844,835,849,367,762,257,123,610,408,341,362,700,415,676,411,340,599,643,713,723,374,667,640,366,534,372,246,405,0,1
972,816,897,374,774,234,182,828,412,420,404,764,224,565,320,451,804,790,376,696,496,464,618,353,571,291,240,408,0,1
934,829,884,340,773,225,182,828,332,411,284,712,330,614,363,373,628,636,470,699,510,534,620,366,519,254,249,413,1,1
919,777,907,529,771,249,190,814,376,514,331,649,535,718,323,375,637,583,538,696,497,510,627,498,500,364,243,384,24,1
961,807,924,362,775,249,182,830,420,475,263,740,351,722,251,421,685,640,330,694,503,517,619,334,549,310,238,405,1,1
902,786,897,352,765,249,199,813,376,494,364,721,239,678,363,369,572,626,547,696,500,552,629,453,529,263,253,400,23,1
983,804,904,333,770,235,178,825,417,469,331,702,360,662,322,469,738,710,408,696,502,503,620,418,549,331,238,406,0,1
971,806,931,416,767,243,176,832,427,464,310,788,188,615,214,445,735,755,401,695,501,509,617,415,568,370,240,407,0,1
940,822,862,310,771,236,173,833,301,404,327,665,450,560,245,312,599,632,374,694,505,492,616,388,562,466,236,407,1,1
988,808,900,433,774,251,177,831,374,493,298,796,390,607,264,495,694,792,335,696,505,523,621,368,527,345,239,406,1,1
902,787,900,512,763,251,182,822,334,462,407,608,464,638,350,330,521,504,534,693,504,538,630,444,513,372,249,385,22,1
