V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
9432,7819,8585,3256,7725,2556,2706,7854,4188,4998,2937,6868,4199,6068,3477,4774,7486,6324,3922,5774,5601,4938,6647,4134,5526,3640,4171,3163,3,1
9328,7931,8065,3272,7660,2449,2559,7883,4374,4023,4764,4481,5887,4803,3871,3461,6364,6129,6356,5868,5696,5246,6555,3417,6352,4602,4282,3209,0,0
9793,7991,7628,4617,7901,2494,2758,7801,4186,4581,4102,5305,5617,4416,3110,5315,9269,8625,3508,5804,5554,4772,6557,1622,6615,5180,4163,3161,0,1
9792,7615,8563,2916,7561,2594,2610,7854,4593,5200,2235,7149,4324,6293,2568,3808,7475,7109,5064,5741,5542,4859,6656,4765,6075,3728,4180,3138,8,1
6533,8840,4780,5213,6756,2174,1728,9152,3241,3222,6463,3813,4482,3333,3378,2155,3266,3102,6686,5985,5905,4505,6550,3960,6440,3865,4452,3242,0,0
9794,7728,8281,3055,7689,2610,2657,7858,4672,4973,2455,6733,3799,6126,4490,4692,7516,6893,5062,5784,5606,5061,6626,2586,6162,3937,4174,3139,0,1
9899,7659,8029,2689,7689,2562,2672,7824,4904,4883,2561,7383,5541,5826,3218,4521,7596,6571,5781,5819,5582,4862,6666,4346,5783,4057,4161,3132,42,1
9271,7499,7788,2729,7662,2585,2885,7709,4661,5070,1936,6838,4273,6700,3539,4205,7198,6509,6480,5634,5617,5934,6632,3038,5242,3708,4297,3206,281,1
9777,7792,8126,3411,7699,2514,2667,7858,4640,4698,4156,6858,3123,4961,3062,4942,8363,8104,5286,5792,5556,4684,6630,3676,6154,3679,4178,3154,0,1
9617,7797,8434,3797,7752,2579,2741,7811,4092,5311,1952,6675,3934,6508,2264,4627,7071,6325,4257,5781,5654,5493,6599,3787,6055,4638,4113,3064,3,1
9766,7765,8321,3741,7677,2595,2651,7880,4359,5055,4000,6689,2601,5911,3763,4947,7774,7343,4408,5776,5611,5026,6649,3741,5980,4380,4169,3144,0,1
9909,7773,8017,4219,7769,2708,2668,7865,4234,5199,3032,7139,5032,5647,1870,4973,7544,7333,4735,5790,5617,5212,6638,3310,5987,4563,4164,3129,4,1
5061,9239,3566,5360,6376,2122,1493,9739,3355,3412,5543,4662,5244,4426,3289,2658,3859,3270,6266,5999,5914,4174,6475,4025,6834,3887,4397,3223,0,0
9066,7339,8563,3534,7749,2523,2673,7847,4534,4914,2606,6852,5007,5892,4859,4706,7486,7720,5854,6027,5721,5303,6859,3426,5936,4017,4118,3138,206,1
9912,7741,8324,4287,7678,2620,2652,7835,4803,5309,2599,5995,5751,6989,2283,4782,7276,6461,4318,5766,5587,5011,6687,3530,5702,4042,4156,3121,0,1
