V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
839,738,851,315,699,212,168,744,302,419,237,700,292,602,308,399,620,565,234,625,451,439,557,369,458,248,215,369,0,1
828,753,799,317,693,202,153,748,330,275,409,444,469,477,344,274,495,544,501,635,463,474,547,304,539,346,228,374,0,0
878,711,848,282,684,215,158,744,362,449,171,731,305,625,226,307,619,648,359,621,444,430,558,426,512,257,216,366,1,1
528,876,474,504,611,176,69,920,161,157,568,372,321,331,299,149,151,224,537,647,488,389,547,353,548,271,248,378,0,0
878,726,820,296,695,217,163,744,374,415,192,686,250,608,400,392,624,625,359,626,452,453,555,229,521,278,216,366,0,1
889,717,795,260,695,212,164,739,409,402,202,756,432,578,285,375,632,591,438,629,449,430,559,388,483,291,214,365,4,1
822,695,772,264,693,214,186,724,372,430,143,697,299,665,314,345,588,585,515,609,453,553,555,269,430,255,230,374,25,1
859,735,836,367,701,214,171,738,288,465,145,680,264,646,198,385,574,565,271,625,458,503,552,337,510,350,208,357,0,1
875,731,824,362,694,215,162,747,328,427,337,681,124,587,334,416,652,673,288,625,452,449,557,333,503,324,215,366,0,1
890,732,794,408,703,226,164,745,309,449,246,729,379,560,162,418,627,672,323,626,453,470,556,294,503,342,214,365,0,1
369,930,353,519,577,171,46,1000,178,185,482,463,401,439,291,197,217,242,491,649,490,351,539,359,587,273,242,376,0,0
800,673,848,342,701,209,164,743,354,407,206,699,376,585,434,393,620,713,446,652,466,481,578,305,498,286,209,366,19,1
891,728,825,415,694,218,162,741,394,465,205,607,454,694,200,400,597,580,278,624,449,447,561,314,475,289,213,364,0,1
860,719,817,367,701,213,163,740,293,485,166,690,344,650,314,358,616,555,575,631,460,512,562,442,415,771,210,369,0,1
842,725,820,224,696,225,155,706,262,437,261,684,285,632,358,398,647,575,636,638,433,519,555,171,483,348,213,369,1,1
844,717,851,304,691,228,170,742,345,429,178,694,338,642,447,356,599,620,521,638,460,498,563,245,479,305,213,363,10,1
818,756,817,274,695,231,152,651,456,405,140,705,242,518,197,389,677,710,359,611,576,389,564,212,494,257,215,364,0,1
804,731,850,366,694,221,173,708,371,531,267,692,303,611,407,341,602,519,463,616,464,475,560,417,453,298,160,372,4,1
838,695,826,293,677,226,179,739,416,372,238,699,226,576,376,332,682,644,542,648,462,486,582,365,495,274,208,361,27,1
746,662,829,317,713,197,151,704,413,431,221,686,168,613,392,409,618,583,317,580,475,405,547,358,471,232,253,363,11,1
849,735,779,232,695,213,187,730,328,364,202,691,336,562,297,377,658,666,388,627,455,488,551,233,561,288,215,361,17,1
802,754,770,416,681,199,135,756,214,284,432,413,326,402,381,134,202,246,678,638,475,489,553,378,473,292,237,391,0,0
846,734,841,283,697,218,165,746,328,415,312,715,256,614,360,379,629,656,445,627,454,468,555,287,496,274,213,365,0,1
801,718,840,258,697,204,165,740,400,463,230,721,356,610,376,387,596,566,428,619,436,430,577,384,508,343,241,365,0,1
889,737,790,425,701,211,167,741,291,440,310,708,260,549,182,421,663,674,291,625,450,438,558,311,492,310,214,365,0,1
854,662,785,251,684,211,172,737,445,398,269,759,213,674,272,344,599,624,484,649,467,448,543,354,479,122,211,368,38,1
875,732,825,361,695,215,163,746,318,426,349,708,225,578,325,414,650,662,287,626,453,455,557,337,505,323,215,366,0,1
848,702,794,363,697,217,172,742,327,428,287,708,223,627,315,344,655,683,612,642,462,486,577,404,449,260,214,368,16,1
890,734,801,423,699,218,162,745,331,434,207,681,326,524,287,436,657,702,222,626,457,497,557,381,491,358,215,366,0,1
875,724,844,352,692,224,162,747,333,452,292,769,349,642,217,375,594,537,366,626,450,441,558,342,503,293,215,365,0,1
827,751,768,306,695,204,153,756,233,298,426,580,301,456,263,274,487,518,564,634,466,477,551,404,497,453,226,373,0,0
842,727,849,232,689,213,167,745,361,401,313,702,192,605,317,414,608,683,345,626,455,470,556,391,471,370,213,365,5,1
818,740,830,279,698,213,156,698,367,429,231,676,159,611,416,369,667,610,455,616,509,394,555,330,464,399,228,369,0,1
835,695,845,280,685,225,171,744,361,428,295,687,148,661,394,373,597,647,463,642,465,502,575,337,466,428,207,361,18,1
828,703,829,289,760,168,105,737,470,487,306,659,263,756,233,323,647,484,281,611,476,390,314,233,286,211,229,375,0,1
871,720,775,277,673,208,134,757,276,336,437,505,275,459,262,264,317,299,567,634,475,520,559,339,481,304,232,372,1,0
853,733,864,378,688,233,152,711,304,440,302,757,311,659,324,374,611,606,441,636,432,522,556,372,521,392,217,370,0,1
835,715,868,293,695,230,159,735,420,442,275,727,168,625,259,335,619,576,457,622,470,507,552,309,449,281,215,356,2,1
823,700,835,246,692,219,167,739,334,448,154,709,327,627,252,322,599,625,289,611,440,424,551,292,483,228,215,367,11,1
873,765,743,442,711,206,168,717,260,391,379,660,264,393,260,468,784,863,259,623,481,417,563,196,411,311,218,368,0,1
890,746,769,437,705,205,169,740,274,413,353,689,260,476,204,441,721,752,255,626,450,441,556,290,504,336,214,366,0,1
841,718,827,187,681,225,181,737,399,378,193,719,280,648,358,337,609,562,481,627,454,479,559,311,514,220,218,362,19,1
206,264,0,900,0,900,900,344,169,66,612,347,900,414,900,900,369,444,892,0,25,763,533,900,735,883,900,0,900,0
877,710,842,243,689,226,157,748,427,421,216,775,392,614,193,376,588,607,527,628,452,469,553,258,511,520,214,365,1,1
811,772,790,302,695,236,143,586,539,444,251,627,420,578,234,380,708,726,372,603,651,326,583,355,398,194,211,362,0,1
856,737,842,356,701,223,169,741,279,471,256,737,370,636,161,398,560,597,294,626,457,499,555,434,475,298,208,360,0,1
857,747,822,475,700,221,164,745,297,431,240,694,377,484,278,388,726,696,465,630,452,469,555,437,470,390,211,367,0,1
847,737,850,278,695,211,168,740,353,406,264,692,245,587,384,375,644,615,328,627,455,485,553,395,484,255,210,362,0,1
888,724,761,289,702,215,163,745,429,355,282,686,184,456,245,413,734,831,424,629,453,466,551,235,519,279,216,367,4,0
864,738,821,364,703,219,170,742,281,461,134,709,359,646,170,384,575,536,294,625,455,477,558,390,442,277,217,367,0,1
877,726,821,276,694,211,164,743,345,414,357,745,296,606,333,385,638,606,378,627,452,451,557,354,507,373,214,366,0,1
875,731,836,380,693,216,162,743,412,414,289,616,422,630,229,383,675,575,291,625,444,415,559,361,502,291,215,366,0,1
878,709,825,218,689,215,159,743,327,440,279,706,300,604,261,419,628,553,524,631,452,442,555,287,510,263,215,366,3,1
843,732,840,357,676,237,152,667,378,369,200,759,315,591,267,362,674,639,500,645,403,534,563,420,515,323,222,372,11,1
883,711,785,277,694,205,167,737,419,389,208,726,310,570,295,371,658,636,422,632,453,446,554,306,496,226,214,366,10,1
733,680,730,306,688,208,168,750,300,347,204,615,341,602,298,302,457,463,506,605,457,521,563,367,527,318,213,367,8,1
853,720,814,224,697,214,171,741,378,383,185,739,412,581,252,376,624,602,417,632,452,444,565,384,458,269,215,368,7,1
829,757,764,335,689,200,152,754,317,328,327,483,468,605,202,241,428,411,455,626,471,521,555,333,510,266,213,368,0,0
819,616,760,300,680,218,180,733,442,385,152,710,197,677,324,352,604,612,427,673,477,403,530,421,458,161,206,372,74,1
847,733,841,257,696,206,169,741,342,401,207,692,242,619,321,389,610,613,329,626,453,446,555,372,508,226,214,365,1,1
777,759,766,407,671,205,132,768,228,261,404,432,332,404,324,151,209,237,640,632,472,455,554,376,488,255,227,385,4,0
762,770,764,252,685,233,144,617,433,319,437,515,396,500,227,321,524,620,457,595,617,308,574,321,512,228,235,378,9,1
718,713,764,350,708,231,121,519,391,420,288,758,204,594,337,398,693,705,640,622,326,578,583,358,492,513,242,367,0,1
838,752,775,328,695,201,162,748,278,355,278,617,323,522,329,311,545,553,467,630,462,496,559,309,448,230,229,375,1,1
804,698,847,326,692,214,167,739,399,439,170,687,194,637,323,353,611,590,542,612,445,481,569,392,496,284,216,373,7,1
886,719,821,406,699,246,158,754,419,460,272,636,403,685,113,368,625,532,258,623,453,487,559,218,478,341,215,363,1,1
276,967,283,526,557,174,26,1006,174,185,430,522,426,511,281,227,257,254,453,657,465,353,540,359,605,272,238,375,0,0
864,732,815,331,683,209,150,750,310,372,394,632,269,567,318,305,426,482,453,630,460,454,557,399,512,237,225,370,0,0
894,729,769,266,702,203,169,735,374,402,219,706,275,594,319,361,657,632,403,625,456,495,554,397,534,275,214,364,0,1
830,712,818,361,686,245,198,715,315,493,257,684,307,607,192,408,535,576,341,610,434,455,566,367,491,255,204,330,29,1
846,774,729,391,723,234,168,762,276,350,371,532,396,460,247,469,815,866,212,628,447,410,551,372,541,379,209,363,0,0
879,706,794,276,691,208,165,739,421,387,230,739,376,563,354,387,648,652,383,634,456,451,554,309,477,208,215,367,13,1
835,695,820,485,697,223,174,729,358,487,263,604,515,684,279,358,627,561,486,627,445,446,563,474,445,323,215,345,22,1
803,713,780,465,738,199,158,751,232,367,346,645,277,396,406,414,837,699,149,639,457,441,562,75,478,380,218,374,0,0
874,724,843,379,689,220,158,750,385,424,280,713,165,562,175,401,652,679,365,625,452,464,555,383,511,343,216,366,0,1
871,713,787,450,697,213,171,736,361,421,265,605,513,604,200,420,672,645,242,639,451,390,553,289,470,266,211,367,20,1
889,729,810,411,698,227,159,749,333,444,264,718,358,542,232,448,623,727,284,627,454,467,559,322,474,313,215,366,1,1
820,731,793,224,673,209,139,765,237,305,417,496,263,464,213,277,312,309,497,637,477,515,558,335,504,292,234,372,4,0
875,734,806,330,697,211,163,746,368,373,375,706,178,493,286,405,729,715,346,626,446,418,556,313,514,255,216,368,0,1
818,702,810,290,692,222,186,727,364,473,287,690,197,652,318,359,574,623,496,628,447,488,565,433,475,210,226,363,22,1
877,738,818,378,696,207,165,740,389,406,292,567,351,609,297,417,685,681,288,626,445,410,556,345,513,306,214,367,0,1
893,708,809,211,689,215,156,745,360,440,304,706,292,580,282,429,639,590,458,628,459,502,560,413,472,288,215,365,1,1
847,759,737,411,681,193,136,756,233,214,480,378,189,294,371,203,299,370,477,636,468,428,553,333,542,277,240,379,0,0
833,746,810,293,685,208,149,754,291,323,291,518,236,498,366,280,378,424,508,634,458,410,555,283,485,339,233,374,0,0
892,721,785,261,699,218,164,743,397,405,257,749,352,576,241,388,630,674,473,627,450,442,556,286,500,262,215,365,1,1
859,735,842,368,693,230,155,708,304,442,158,684,226,676,412,380,605,583,450,635,427,468,557,241,505,359,217,371,0,1
831,710,818,378,688,242,195,717,321,492,258,673,335,618,204,401,547,574,361,613,436,454,566,381,485,264,206,332,28,1
790,755,779,243,689,227,152,655,417,338,360,584,401,525,234,338,555,614,445,607,566,350,571,340,496,240,229,375,8,1
875,729,825,355,693,216,161,748,377,399,326,710,171,529,229,403,690,697,356,626,449,442,556,349,512,300,216,367,0,1
887,731,783,293,700,205,167,738,374,388,243,704,277,548,322,376,687,649,373,626,452,463,554,358,528,268,215,366,0,1
874,726,835,370,691,218,159,748,384,412,278,706,173,546,207,401,669,680,357,625,451,453,555,366,512,326,216,367,0,1
891,730,779,289,701,204,168,736,377,403,234,677,291,597,315,372,663,642,379,625,454,478,554,386,529,281,214,365,0,1
872,724,810,418,697,240,155,754,404,441,303,590,398,647,143,343,582,502,295,624,455,485,560,229,474,336,211,366,1,1
805,747,787,239,691,224,157,675,407,349,318,621,404,538,238,347,571,612,438,613,539,372,570,351,487,247,226,373,8,1
772,762,764,325,679,232,108,558,360,274,336,592,423,613,380,279,494,541,643,659,340,606,574,320,477,282,216,364,0,1
876,733,810,339,696,211,163,745,381,376,273,685,201,496,311,400,723,682,333,626,446,419,556,309,517,271,216,368,0,1
877,709,792,280,691,208,165,737,414,383,233,730,368,560,353,383,642,647,386,634,455,453,555,313,478,210,215,367,13,1
877,737,817,376,696,208,165,740,388,405,292,572,349,604,298,416,687,681,290,626,445,410,556,343,513,305,214,367,0,1
839,750,781,322,695,201,163,747,284,360,272,624,316,531,328,318,551,559,454,630,461,492,559,315,454,229,228,374,1,1
836,737,785,277,691,214,162,754,345,333,274,678,363,495,208,349,583,606,413,630,459,470,561,383,467,258,220,368,6,1
840,733,792,264,693,214,164,750,353,345,253,692,374,515,218,356,592,605,414,631,457,464,562,383,465,260,219,368,6,1
850,730,787,247,694,211,159,744,392,372,298,685,311,536,303,346,569,593,454,625,455,446,551,317,493,221,207,365,2,1
875,734,806,330,697,211,163,746,368,373,374,707,179,493,286,405,729,715,346,626,446,418,556,313,514,255,216,368,0,1
871,724,829,346,698,230,162,749,388,436,246,659,338,659,197,376,619,565,287,625,453,471,557,280,490,295,214,364,1,1
832,734,787,242,692,208,156,745,390,358,315,657,293,518,329,329,542,559,446,623,457,448,548,331,490,204,204,365,2,1
859,728,786,251,695,212,160,744,393,380,288,699,320,545,289,356,583,612,458,625,454,445,552,310,495,231,209,365,2,1
832,707,818,398,690,239,191,719,328,491,259,660,369,630,218,393,563,572,385,616,437,452,565,399,477,276,208,334,27,1
868,732,764,311,691,202,156,744,384,315,437,549,426,507,246,311,528,577,438,633,459,451,557,322,495,228,224,371,5,1
860,737,797,364,697,222,160,751,344,404,275,626,360,598,229,337,582,543,370,627,458,492,559,267,462,281,223,370,1,1
