V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
93,82,95,35,78,24,19,83,34,47,26,78,32,67,34,44,69,63,26,69,50,49,62,41,51,28,24,41,0,1
92,84,89,35,77,22,17,83,37,31,45,49,52,53,38,30,55,60,56,71,51,53,61,34,60,38,25,42,0,0
98,79,94,31,76,24,18,83,40,50,19,81,34,69,25,34,69,72,40,69,49,48,62,47,57,29,24,41,0,1
59,97,53,56,68,20,8,102,18,17,63,41,36,37,33,17,17,25,60,72,54,43,61,39,61,30,28,42,0,0
98,81,91,33,77,24,18,83,42,46,21,76,28,68,44,44,69,69,40,70,50,50,62,25,58,31,24,41,0,1
99,80,88,29,77,24,18,82,45,45,22,84,48,64,32,42,70,66,49,70,50,48,62,43,54,32,24,41,0,1
91,77,86,29,77,24,21,80,41,48,16,77,33,74,35,38,65,65,57,68,50,61,62,30,48,28,26,42,3,1
97,82,89,37,77,23,18,83,41,42,39,78,20,55,30,46,80,84,43,70,50,46,62,36,58,28,24,41,0,1
95,82,93,41,78,24,19,82,32,52,16,76,29,72,22,43,64,63,30,69,51,56,61,37,57,39,23,40,0,1
97,81,92,40,77,24,18,83,36,47,37,76,14,65,37,46,72,75,32,69,50,50,62,37,56,36,24,41,0,1
99,81,88,45,78,25,18,83,34,50,27,81,42,62,18,46,70,75,36,70,50,52,62,33,56,38,24,41,0,1
41,103,39,58,64,19,5,111,20,21,54,51,45,49,32,22,24,27,55,72,54,39,60,40,65,30,27,42,0,0
89,75,94,38,78,23,18,83,39,45,23,78,42,65,48,44,69,79,50,72,52,53,64,34,55,32,23,41,2,1
99,81,92,46,77,24,18,82,44,52,23,67,50,77,22,44,66,64,31,69,50,50,62,35,53,32,24,40,0,1
96,80,91,41,78,24,18,82,33,54,18,77,38,72,35,40,68,62,64,70,51,57,62,49,46,86,23,41,0,1
94,81,91,25,77,25,17,78,29,49,29,76,32,70,40,44,72,64,71,71,48,58,62,19,54,39,24,41,0,1
94,80,95,34,77,25,19,82,38,48,20,77,38,71,50,40,67,69,58,71,51,55,63,27,53,34,24,40,1,1
93,83,87,53,77,26,19,82,28,47,40,65,31,52,33,38,61,66,64,69,49,47,63,37,50,35,23,38,1,1
91,84,91,30,77,26,17,72,51,45,16,78,27,58,22,43,75,79,40,68,64,43,63,24,55,29,24,40,0,1
89,81,94,41,77,25,19,79,41,59,30,77,34,68,45,38,67,58,51,68,52,53,62,46,50,33,18,41,0,1
93,77,92,33,75,25,20,82,46,41,26,78,25,64,42,37,76,72,60,72,51,54,65,41,55,30,23,40,3,1
83,74,92,35,79,22,17,78,46,48,25,76,19,68,44,45,69,65,35,64,53,45,61,40,52,26,28,40,1,1
94,82,87,26,77,24,21,81,36,40,22,77,37,62,33,42,73,74,43,70,51,54,61,26,62,32,24,40,2,1
89,84,86,46,76,22,15,84,24,32,48,46,36,45,42,15,22,27,75,71,53,54,61,42,53,32,26,43,0,0
94,82,93,31,77,24,18,83,36,46,35,79,28,68,40,42,70,73,49,70,50,52,62,32,55,30,24,41,0,1
89,80,93,29,77,23,18,82,44,51,26,80,40,68,42,43,66,63,48,69,48,48,64,43,56,38,27,41,0,1
99,82,88,47,78,23,19,82,32,49,34,79,29,61,20,47,74,75,32,69,50,49,62,35,55,34,24,41,0,1
95,74,87,28,76,23,19,82,49,44,30,84,24,75,30,38,67,69,54,72,52,50,60,39,53,14,23,41,4,1
97,81,92,40,77,24,18,83,35,47,39,79,25,64,36,46,72,74,32,70,50,51,62,37,56,36,24,41,0,1
