V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
27967,24609,28351,10499,23285,7055,5587,24787,10074,13967,7908,23346,9723,20074,10272,13313,20677,18833,7813,20820,15040,14634,18557,12291,15255,8259,7177,12290,9,1
27595,25114,26632,10551,23089,6724,5097,24920,10994,9178,13624,14804,15624,15892,11463,9118,16514,18144,16699,21159,15427,15809,18242,10128,17977,11549,7610,12468,1,0
29257,25384,25190,14889,23816,6861,5762,24546,10062,11919,11553,17749,14680,14611,9161,15038,27291,26958,6302,20926,14846,13997,18250,4710,18843,13525,7145,12281,1,1
29256,23688,28275,9402,22790,7172,5267,24789,12081,14960,5712,24352,10161,20819,7522,10227,20637,21605,11983,20702,14800,14330,18589,14195,17064,8559,7210,12194,23,1
17585,29209,15784,16808,20364,5877,2316,30675,5376,5237,18936,12411,10713,11027,9973,4951,5026,7460,17902,21580,16281,12979,18225,11766,18267,9027,8275,12598,1,0
29263,24198,27345,9852,23178,7221,5423,24806,12471,13845,6402,22863,8327,20267,13335,13050,20789,20844,11975,20857,15061,15103,18485,7619,17350,9274,7185,12197,1,1
29639,23890,26514,8671,23177,7073,5474,24650,13622,13401,6732,25186,14416,19276,9488,12505,21083,19706,14600,20981,14961,14341,18622,12931,16103,9684,7138,12170,127,1
27389,23166,25718,8800,23096,7144,6186,24130,12415,14322,4776,23238,9982,22166,10460,11495,19607,19487,17151,20314,15103,18438,18506,8983,14320,8493,7669,12458,842,1
29200,24488,26835,11000,23207,6925,5458,24805,12311,12496,11721,23309,5965,16411,9017,13849,23929,25118,12795,20885,14853,13663,18501,10910,17325,8392,7204,12255,1,1
28630,24508,27851,12244,23366,7126,5706,24595,9597,15508,4829,22654,8798,21531,6604,12841,19136,18837,9037,20844,15256,16752,18395,11245,16999,11670,6950,11904,9,1
29163,24364,27479,12062,23142,7174,5404,24907,10922,14247,11232,22705,4140,19557,11136,13864,21746,22432,9589,20826,15080,14970,18563,11106,16752,10790,7166,12213,0,1
29673,24401,26475,13604,23419,7521,5460,24840,10300,14959,8207,24315,12637,18681,5412,13947,20891,22394,10781,20878,15106,15681,18526,9803,16775,11416,7148,12156,11,1
12311,31005,11775,17284,19220,5716,1530,33338,5941,6172,16060,15450,13379,14642,9702,6555,7225,8052,16369,21629,16318,11713,17969,11962,19565,9103,8061,12522,1,0
26655,22448,28276,11395,23357,6952,5479,24754,11790,13555,6874,23288,12549,19492,14452,13094,20675,23760,14868,21730,15532,16029,19280,10156,16606,9548,6969,12194,618,1
29684,24258,27489,13824,23145,7251,5409,24703,13121,15499,6850,20220,15148,23122,6660,13339,19897,19318,9260,20791,14981,14912,18694,10470,15836,9634,7116,12125,1,1
28683,23972,27229,12220,23364,7116,5442,24679,9753,16150,5548,23011,11455,21679,10460,11946,20539,18484,19165,21018,15318,17068,18736,14743,13827,25689,6993,12298,8,1
28060,24156,27349,7450,23211,7503,5161,23546,8739,14577,8701,22810,9506,21079,11938,13268,21564,19159,21192,21255,14433,17304,18505,5710,16097,11584,7110,12290,35,1
28118,23908,28377,10127,23028,7595,5678,24721,11516,14315,5932,23139,11257,21392,14916,11881,19967,20660,17380,21253,15320,16608,18762,8183,15958,10174,7107,12116,339,1
27795,24834,26214,15934,23020,7705,5568,24729,8335,13977,12064,19590,9213,15642,10043,11379,18255,19878,19245,20808,14836,13989,18821,11031,15081,10442,6978,11550,379,1
27251,25199,27225,9117,23165,7714,5067,21706,15197,13505,4680,23510,8072,17270,6566,12952,22558,23677,11962,20376,19195,12976,18816,7073,16476,8574,7163,12126,9,1
26784,24370,28340,12214,23146,7372,5773,23595,12372,17708,8901,23054,10116,20357,13553,11376,20053,17287,15442,20532,15456,15850,18670,13888,15114,9918,5322,12411,122,1
27920,23168,27545,9779,22582,7546,5981,24639,13858,12409,7942,23305,7521,19195,12535,11055,22721,21459,18068,21608,15390,16209,19411,12180,16493,9121,6929,12036,907,1
24854,22080,27649,10575,23774,6560,5025,23451,13768,14358,7360,22869,5592,20449,13065,13624,20607,19446,10550,19338,15822,13483,18229,11920,15709,7722,8435,12083,364,1
28287,24488,25953,7719,23156,7104,6235,24332,10941,12121,6748,23036,11209,18735,9913,12565,21925,22200,12946,20913,15169,16258,18376,7771,18694,9593,7151,12022,561,1
26748,25128,25666,13857,22693,6623,4488,25185,7128,9450,14407,13760,10881,13400,12695,4467,6727,8184,22597,21251,15848,16306,18434,12591,15779,9729,7910,13018,14,0
26005,23099,26108,8981,22235,7489,5571,24824,11508,10919,7727,18540,8787,18084,12178,11543,13308,15974,13534,20466,15167,15398,17908,9865,15588,15659,7846,11748,1064,0
28213,24452,28023,9418,23247,7254,5516,24866,10946,13848,10398,23825,8541,20462,12001,12621,20972,21857,14838,20906,15142,15596,18494,9566,16531,9144,7099,12174,1,1
26689,23948,28000,8607,23220,6792,5516,24674,13340,15435,7653,24027,11857,20338,12524,12907,19865,18877,14267,20629,14518,14344,19248,12795,16919,11440,8030,12155,2,1
29649,24579,26318,14175,23356,7018,5559,24707,9687,14671,10344,23589,8671,18306,6071,14029,22108,22459,9699,20836,14995,14610,18605,10365,16405,10345,7133,12170,8,1
