V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
8110,7137,8222,3045,6753,2046,1620,7188,2922,4050,2293,6770,2820,5822,2979,3861,5996,5461,2266,6038,4362,4244,5381,3564,4424,2395,2081,3564,3,1
8484,6869,8200,2727,6609,2080,1527,7189,3504,4338,1656,7062,2947,6038,2182,2966,5985,6265,3475,6003,4292,4156,5391,4117,4949,2482,2091,3536,7,1
8486,7017,7930,2857,6722,2094,1573,7194,3617,4015,1857,6630,2415,5878,3867,3785,6029,6045,3473,6049,4368,4380,5361,2210,5032,2690,2084,3537,0,1
8595,6928,7689,2514,6721,2051,1587,7148,3950,3886,1952,7304,4180,5590,2751,3626,6114,5715,4234,6084,4339,4159,5400,3750,4670,2808,2070,3529,37,1
7943,6718,7458,2552,6698,2072,1794,6998,3600,4153,1385,6739,2895,6428,3033,3334,5686,5651,4974,5891,4380,5347,5367,2605,4153,2463,2224,3613,244,1
8303,7107,8077,3551,6776,2066,1655,7132,2783,4497,1400,6570,2551,6244,1915,3724,5550,5463,2621,6045,4424,4858,5335,3261,4930,3384,2015,3452,3,1
8457,7065,7969,3498,6711,2080,1567,7223,3167,4132,3257,6584,1201,5671,3230,4021,6306,6505,2781,6040,4373,4341,5383,3221,4858,3129,2078,3542,0,1
8605,7076,7678,3945,6792,2181,1583,7204,2987,4338,2380,7051,3665,5418,1569,4045,6058,6494,3126,6055,4381,4547,5372,2843,4865,3311,2073,3525,3,1
7730,6510,8200,3305,6773,2016,1589,7179,3419,3931,1993,6754,3639,5653,4191,3797,5996,6890,4312,6302,4504,4648,5591,2945,4816,2769,2021,3536,179,1
8608,7035,7972,4009,6712,2103,1568,7164,3805,4495,1986,5864,4393,6705,1932,3868,5770,5602,2685,6029,4345,4325,5421,3036,4592,2794,2064,3516,0,1
8318,6952,7896,3544,6775,2064,1578,7157,2828,4684,1609,6673,3322,6287,3033,3464,5956,5360,5558,6095,4442,4950,5434,4276,4010,7450,2028,3566,2,1
8137,7005,7931,2161,6731,2176,1497,6828,2534,4227,2523,6615,2757,6113,3462,3848,6254,5556,6146,6164,4186,5018,5367,1656,4668,3359,2062,3564,10,1
8154,6933,8229,2937,6678,2203,1647,7169,3340,4151,1720,6710,3264,6204,4326,3446,5790,5991,5040,6164,4443,4816,5441,2373,4628,2950,2061,3514,98,1
7903,7308,7895,2644,6718,2237,1469,6295,4407,3917,1357,6818,2341,5008,1904,3756,6542,6866,3469,5909,5566,3763,5457,2051,4778,2486,2077,3517,3,1
7767,7067,8218,3542,6712,2138,1674,6842,3588,5135,2581,6686,2934,5904,3930,3299,5815,5013,4478,5954,4482,4596,5414,4027,4383,2876,1543,3599,35,1
8097,6719,7988,2836,6549,2188,1734,7145,4019,3599,2303,6758,2181,5566,3635,3206,6589,6223,5240,6266,4463,4701,5629,3532,4783,2645,2009,3490,263,1
7208,6403,8018,3067,6894,1902,1457,6801,3993,4164,2134,6632,1622,5930,3789,3951,5976,5639,3060,5608,4588,3910,5286,3457,4556,2239,2446,3504,106,1
8203,7101,7526,2239,6715,2060,1808,7056,3173,3515,1957,6680,3251,5433,2875,3644,6358,6438,3754,6065,4399,4715,5329,2254,5421,2782,2074,3486,163,1
7757,7287,7443,4019,6581,1921,1302,7304,2067,2741,4178,3990,3156,3886,3682,1295,1951,2373,6553,6163,4596,4729,5346,3651,4576,2821,2294,3775,4,0
8182,7091,8127,2731,6742,2104,1600,7211,3174,4016,3016,6909,2477,5934,3480,3660,6082,6338,4303,6063,4391,4523,5363,2774,4794,2652,2059,3530,0,1
7740,6945,8120,2496,6734,1970,1600,7155,3869,4476,2219,6968,3439,5898,3632,3743,5761,5474,4137,5983,4210,4160,5582,3711,4906,3318,2329,3525,1,1
8598,7128,7632,4111,6773,2035,1612,7165,2809,4255,3000,6841,2515,5309,1760,4068,6411,6513,2813,6042,4349,4237,5395,3006,4758,3000,2068,3529,2,1
8252,6403,7585,2424,6611,2039,1659,7122,4306,3844,2602,7334,2058,6516,2628,3326,5792,6035,4683,6277,4512,4329,5254,3423,4627,1181,2038,3557,371,1
8457,7078,7973,3493,6718,2083,1572,7213,3074,4121,3371,6842,2174,5592,3140,4004,6284,6398,2774,6048,4376,4394,5381,3261,4881,3122,2080,3542,0,1
8193,6786,7672,3511,6737,2097,1664,7172,3159,4139,2774,6839,2160,6060,3042,3327,6333,6602,5918,6210,4470,4699,5578,3901,4342,2510,2070,3558,153,1
