V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
7644,6727,7749,2870,6365,1928,1527,6775,2754,3818,2161,6381,2658,5487,2808,3639,5652,5148,2136,5691,4111,4000,5072,3360,4170,2258,1962,3359,2,1
7543,6864,7280,2884,6311,1838,1393,6812,3005,2509,3724,4046,4270,4344,3133,2492,4514,4959,4564,5783,4217,4321,4986,2768,4914,3157,2080,3408,0,0
7997,6938,6885,4070,6510,1875,1575,6709,2750,3258,3158,4852,4013,3994,2504,4111,7460,7368,1723,5720,4058,3826,4988,1287,5150,3697,1953,3357,0,1
7997,6475,7729,2570,6229,1960,1440,6776,3302,4089,1561,6656,2777,5691,2056,2795,5641,5905,3275,5658,4045,3917,5081,3880,4664,2339,1971,3333,6,1
4807,7984,4314,4594,5566,1606,633,8385,1469,1431,5176,3392,2928,3014,2726,1353,1374,2039,4893,5899,4450,3547,4982,3216,4993,2467,2262,3443,0,0
7999,6614,7474,2693,6335,1974,1482,6780,3409,3784,1750,6249,2276,5540,3645,3567,5682,5697,3273,5701,4117,4128,5053,2083,4742,2535,1964,3334,0,1
8101,6530,7247,2370,6335,1933,1496,6738,3723,3663,1840,6884,3940,5269,2593,3418,5763,5386,3991,5735,4089,3920,5090,3534,4402,2647,1951,3327,35,1
7486,6332,7030,2405,6313,1953,1691,6595,3393,3915,1306,6352,2729,6059,2859,3142,5359,5326,4688,5552,4128,5040,5058,2455,3914,2321,2096,3405,230,1
7981,6693,7335,3007,6343,1893,1492,6780,3365,3416,3204,6371,1630,4486,2465,3786,6541,6866,3497,5708,4060,3735,5057,2982,4736,2294,1969,3350,0,1
7825,6699,7613,3347,6387,1948,1560,6723,2623,4239,1320,6192,2405,5885,1805,3510,5231,5149,2470,5697,4170,4579,5028,3074,4646,3190,1900,3254,2,1
7971,6659,7511,3297,6325,1961,1477,6808,2985,3894,3070,6206,1132,5346,3044,3790,5944,6131,2621,5692,4122,4092,5074,3036,4579,2949,1959,3338,0,1
8111,6670,7236,3718,6401,2056,1492,6790,2815,4089,2243,6646,3454,5106,1479,3812,5710,6121,2947,5707,4129,4286,5064,2679,4585,3120,1954,3323,3,1
3365,8475,3219,4724,5253,1562,418,9112,1624,1687,4390,4223,3657,4002,2652,1792,1975,2201,4474,5912,4460,3202,4912,3270,5348,2488,2203,3423,0,0
7286,6136,7729,3115,6384,1900,1498,6766,3223,3705,1879,6365,3430,5328,3950,3579,5651,6494,4064,5940,4245,4381,5270,2776,4539,2610,1905,3333,169,1
8114,6631,7514,3779,6326,1982,1478,6752,3586,4236,1872,5527,4140,6320,1821,3646,5439,5280,2531,5683,4095,4076,5110,2862,4328,2633,1945,3314,0,1
7840,6552,7443,3340,6386,1945,1487,6746,2666,4414,1516,6290,3131,5926,2859,3265,5614,5052,5239,5745,4187,4665,5121,4030,3780,7022,1911,3362,2,1
7670,6603,7475,2036,6344,2051,1411,6436,2389,3984,2378,6235,2598,5762,3263,3627,5894,5237,5793,5810,3945,4730,5058,1561,4400,3166,1943,3359,10,1
7685,6535,7756,2768,6294,2076,1552,6757,3148,3913,1621,6325,3077,5847,4077,3248,5458,5647,4750,5809,4187,4540,5128,2237,4362,2781,1943,3312,93,1
7448,6888,7441,2492,6332,2108,1385,5933,4154,3691,1279,6426,2206,4721,1795,3540,6166,6472,3270,5569,5247,3547,5143,1933,4503,2344,1958,3314,3,1
7321,6661,7746,3338,6327,2015,1578,6449,3382,4840,2433,6301,2765,5564,3705,3110,5481,4725,4221,5612,4225,4332,5103,3796,4131,2711,1455,3392,33,1
7631,6332,7529,2673,6172,2063,1635,6735,3788,3392,2171,6370,2056,5247,3426,3022,6210,5866,4939,5906,4207,4430,5306,3329,4508,2493,1894,3290,248,1
6793,6035,7557,2890,6498,1793,1374,6410,3763,3924,2012,6251,1529,5589,3571,3724,5633,5315,2884,5286,4325,3685,4982,3258,4294,2111,2306,3303,100,1
7732,6693,7094,2110,6329,1942,1704,6651,2990,3313,1844,6296,3064,5121,2709,3435,5993,6068,3539,5716,4146,4444,5023,2124,5110,2622,1955,3286,153,1
7311,6868,7015,3788,6203,1810,1227,6884,1948,2583,3938,3761,2974,3663,3470,1221,1839,2237,6177,5809,4332,4457,5039,3442,4313,2659,2162,3558,4,0
7108,6314,7136,2455,6078,2047,1523,6785,3146,2984,2112,5068,2402,4943,3329,3155,3638,4366,3699,5594,4146,4209,4895,2696,4261,4280,2145,3211,291,0
7712,6684,7660,2574,6354,1983,1508,6797,2992,3785,2842,6512,2335,5593,3280,3450,5732,5974,4056,5714,4139,4263,5055,2615,4519,2499,1940,3328,0,1
7295,6546,7653,2353,6347,1856,1508,6744,3646,4219,2092,6567,3241,5559,3423,3528,5430,5160,3900,5639,3968,3921,5261,3497,4624,3127,2195,3322,1,1
8104,6718,7193,3874,6384,1918,1519,6753,2648,4010,2827,6448,2370,5004,1659,3835,6043,6139,2651,5695,4099,3993,5085,2833,4484,2828,1950,3326,2,1
7778,6035,7149,2284,6231,1922,1563,6713,4058,3623,2453,6912,1939,6142,2477,3134,5459,5689,4414,5916,4253,4080,4952,3227,4361,1113,1921,3352,350,1
7971,6671,7515,3292,6332,1963,1482,6799,2898,3884,3178,6449,2049,5270,2960,3773,5923,6030,2614,5701,4124,4141,5072,3073,4600,2943,1960,3339,0,1
7722,6396,7231,3309,6350,1976,1569,6760,2977,3901,2615,6446,2036,5712,2868,3136,5969,6222,5578,5853,4213,4429,5257,3676,4093,2366,1951,3353,144,1
8106,6685,7296,3851,6365,1990,1475,6784,3016,3950,1882,6208,2973,4774,2612,3968,5985,6398,2024,5703,4163,4527,5074,3474,4472,3258,1961,3333,1,1
7972,6600,7693,3205,6308,2038,1473,6805,3035,4117,2659,7007,3183,5854,1976,3418,5410,4889,3333,5702,4097,4020,5087,3116,4587,2669,1959,3328,0,1
7532,6845,6995,2791,6336,1854,1395,6884,2120,2713,3878,5282,2739,4157,2396,2498,4434,4717,5140,5777,4246,4348,5020,3680,4525,4127,2063,3395,0,0
6740,6128,6980,2748,6218,1876,1433,6831,2894,3065,2080,5205,2404,5215,3236,2995,3824,4000,4325,5581,4125,3822,4706,2804,4085,4092,2118,3155,162,0
7673,6625,7739,2116,6277,1938,1518,6784,3287,3653,2853,6397,1754,5515,2892,3776,5540,6219,3145,5699,4150,4286,5067,3560,4288,3372,1943,3327,41,1
7456,6740,7559,2540,6363,1936,1425,6357,3348,3904,2102,6155,1449,5570,3795,3365,6073,5560,4145,5611,4638,3591,5059,3007,4231,3631,2079,3358,0,1
7609,6334,7699,2552,6239,2046,1560,6778,3285,3896,2686,6258,1349,6018,3586,3398,5439,5898,4215,5848,4236,4576,5243,3070,4245,3899,1888,3287,166,1
7548,6404,7549,2637,6924,1530,957,6716,4279,4435,2785,6008,2394,6889,2122,2943,5892,4408,2556,5566,4335,3555,2865,2120,2609,1927,2088,3417,0,1
7933,6562,7065,2522,6133,1891,1217,6895,2518,3058,3986,4600,2506,4184,2392,2408,2889,2725,5165,5779,4327,4740,5090,3086,4379,2770,2118,3394,6,0
