V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
47,41,47,17,39,12,9,41,17,23,13,39,16,33,17,22,34,31,13,35,25,24,31,20,25,14,12,20,0,1
46,42,44,18,38,11,8,42,18,15,23,25,26,26,19,15,28,30,28,35,26,26,30,17,30,19,13,21,0,0
49,39,47,16,38,12,9,41,20,25,10,41,17,35,13,17,34,36,20,35,25,24,31,24,28,14,12,20,0,1
29,49,26,28,34,10,4,51,9,9,32,21,18,18,17,8,8,12,30,36,27,22,30,20,30,15,14,21,0,0
49,40,46,16,39,12,9,41,21,23,11,38,14,34,22,22,35,35,20,35,25,25,31,13,29,15,12,20,0,1
49,40,44,14,39,12,9,41,23,22,11,42,24,32,16,21,35,33,24,35,25,24,31,22,27,16,12,20,0,1
46,39,43,15,38,12,10,40,21,24,8,39,17,37,17,19,33,32,29,34,25,31,31,15,24,14,13,21,1,1
48,41,46,20,39,12,10,41,16,26,8,38,15,36,11,21,32,31,15,35,25,28,31,19,28,19,12,20,0,1
49,41,46,20,39,12,9,42,18,24,19,38,7,33,19,23,36,37,16,35,25,25,31,19,28,18,12,20,0,1
49,41,44,23,39,13,9,41,17,25,14,41,21,31,9,23,35,37,18,35,25,26,31,16,28,19,12,20,0,1
21,52,20,29,32,10,3,56,10,10,27,26,22,24,16,11,12,13,27,36,27,20,30,20,33,15,13,21,0,0
44,37,47,19,39,12,9,41,20,23,11,39,21,32,24,22,34,40,25,36,26,27,32,17,28,16,12,20,1,1
49,40,46,23,39,12,9,41,22,26,11,34,25,39,11,22,33,32,15,35,25,25,31,17,26,16,12,20,0,1
48,40,45,20,39,12,9,41,16,27,9,38,19,36,17,20,34,31,32,35,26,28,31,25,23,43,12,20,0,1
47,40,46,12,39,13,9,39,15,24,15,38,16,35,20,22,36,32,35,35,24,29,31,10,27,19,12,20,0,1
47,40,47,17,38,13,9,41,19,24,10,39,19,36,25,20,33,34,29,35,26,28,31,14,27,17,12,20,1,1
39,45,35,24,36,10,6,46,13,13,22,25,15,22,20,13,20,22,27,35,26,23,31,19,28,15,13,21,0,1
45,42,45,15,39,13,8,36,25,23,8,39,13,29,11,22,38,39,20,34,32,22,31,12,27,14,12,20,0,1
45,41,47,20,39,12,10,39,21,30,15,38,17,34,23,19,33,29,26,34,26,26,31,23,25,17,9,21,0,1
41,37,46,18,40,11,8,39,23,24,12,38,9,34,22,23,34,32,18,32,26,22,30,20,26,13,14,20,1,1
47,41,43,13,39,12,10,41,18,20,11,38,19,31,17,21,37,37,22,35,25,27,31,13,31,16,12,20,1,1
45,42,43,23,38,11,7,42,12,16,24,23,18,22,21,7,11,14,38,35,26,27,31,21,26,16,13,22,0,0
47,41,47,16,39,12,9,41,18,23,17,40,14,34,20,21,35,36,25,35,25,26,31,16,28,15,12,20,0,1
44,40,47,14,39,11,9,41,22,26,13,40,20,34,21,22,33,31,24,34,24,24,32,21,28,19,13,20,0,1
49,41,44,24,39,12,9,41,16,24,17,39,14,31,10,23,37,37,16,35,25,24,31,17,27,17,12,20,0,1
47,37,44,14,38,12,10,41,25,22,15,42,12,37,15,19,33,35,27,36,26,25,30,20,27,7,12,20,2,1
47,39,44,20,39,12,10,41,18,24,16,39,12,35,17,19,36,38,34,36,26,27,32,22,25,14,12,20,1,1
49,41,44,23,39,12,9,41,18,24,11,38,18,29,16,24,36,39,12,35,25,28,31,21,27,20,12,20,0,1
49,40,47,20,38,12,9,41,19,25,16,43,19,36,12,21,33,30,20,35,25,25,31,19,28,16,12,20,0,1
47,40,47,13,38,12,9,41,20,22,17,39,11,34,18,23,34,38,19,35,25,26,31,22,26,21,12,20,0,1
45,41,46,15,39,12,9,39,20,24,13,38,9,34,23,21,37,34,25,34,28,22,31,18,26,22,13,20,0,1
46,39,47,16,38,12,10,41,20,24,16,38,8,37,22,21,33,36,26,36,26,28,32,19,26,24,12,20,1,1
46,39,46,16,42,9,6,41,26,27,17,37,15,42,13,18,36,27,16,34,26,22,17,13,16,12,13,21,0,1
47,41,48,21,38,13,8,40,17,24,17,42,17,37,18,21,34,34,24,35,24,29,31,21,29,22,12,21,0,1
46,40,48,16,39,13,9,41,23,25,15,40,9,35,14,19,34,32,25,35,26,28,31,17,25,16,12,20,0,1
46,39,46,14,38,12,9,41,19,25,9,39,18,35,14,18,33,35,16,34,24,24,31,16,27,13,12,20,1,1
48,42,41,25,39,11,9,40,14,22,21,37,15,22,14,26,44,48,14,35,27,23,31,11,23,17,12,20,0,1
47,40,46,10,38,13,10,41,22,21,11,40,16,36,20,19,34,31,27,35,25,27,31,17,29,12,12,20,1,1
49,39,47,14,38,13,9,42,24,23,12,43,22,34,11,21,33,34,29,35,25,26,31,14,28,29,12,20,0,1
45,43,44,17,39,13,8,33,30,25,14,35,23,32,13,21,39,40,21,34,36,18,32,20,22,11,12,20,0,1
48,41,47,20,39,12,9,41,16,26,14,41,21,35,9,22,31,33,16,35,25,28,31,24,26,17,12,20,0,1
47,41,47,15,39,12,9,41,20,23,15,38,14,33,21,21,36,34,18,35,25,27,31,22,27,14,12,20,0,1
48,41,46,20,39,12,9,41,16,26,7,39,20,36,9,21,32,30,16,35,25,27,31,22,25,15,12,20,0,1
49,40,46,15,39,12,9,41,19,23,20,41,16,34,18,21,35,34,21,35,25,25,31,20,28,21,12,20,0,1
31,48,28,28,34,10,4,50,12,8,36,14,24,20,14,8,9,13,29,36,27,22,30,19,30,15,14,21,0,1
49,41,46,21,39,12,9,41,23,23,16,34,23,35,13,21,38,32,16,35,25,23,31,20,28,16,12,20,0,1
49,39,46,12,38,12,9,41,18,24,15,39,17,34,15,23,35,31,29,35,25,25,31,16,28,15,12,20,0,1
47,41,47,20,38,13,8,37,21,21,11,42,17,33,15,20,37,35,28,36,22,30,31,23,29,18,12,21,1,1
49,40,44,15,39,11,9,41,23,22,12,40,17,32,16,21,37,35,23,35,25,25,31,17,28,13,12,20,1,1
47,40,45,12,39,12,9,41,21,21,10,41,23,32,14,21,35,33,23,35,25,25,31,21,25,15,12,20,0,1
46,42,42,19,38,11,8,42,18,18,18,27,26,34,11,13,24,23,25,35,26,29,31,19,28,15,12,20,0,0
45,34,42,17,38,12,10,41,25,21,8,39,11,38,18,20,34,34,24,37,27,22,29,23,25,9,11,21,4,1
47,41,47,14,39,11,9,41,19,22,12,38,13,34,18,22,34,34,18,35,25,25,31,21,28,13,12,20,0,1
43,42,43,23,37,11,7,43,13,14,22,24,18,22,18,8,12,13,36,35,26,25,31,21,27,14,13,21,0,0
42,43,42,14,38,13,8,34,24,18,24,29,22,28,13,18,29,34,25,33,34,17,32,18,28,13,13,21,1,1
40,40,42,19,39,13,7,29,22,23,16,42,11,33,19,22,38,39,36,35,18,32,32,20,27,29,13,20,0,1
47,42,43,18,39,11,9,42,15,20,15,34,18,29,18,17,30,31,26,35,26,28,31,17,25,13,13,21,0,1
45,39,47,18,38,12,9,41,22,24,9,38,11,35,18,20,34,33,30,34,25,27,32,22,28,16,12,21,0,1
49,40,46,23,39,14,9,42,23,26,15,35,22,38,6,20,35,30,14,35,25,27,31,12,27,19,12,20,0,1
15,54,16,29,31,10,1,56,10,10,24,29,24,28,16,13,14,14,25,36,26,20,30,20,34,15,13,21,0,0
50,40,43,15,39,11,9,41,21,22,12,39,15,33,18,20,36,35,22,35,25,28,31,22,30,15,12,20,0,1
46,40,45,20,38,14,11,40,18,27,14,38,17,34,11,23,30,32,19,34,24,25,31,20,27,14,11,18,2,1
49,39,44,15,38,12,9,41,23,22,13,41,21,31,20,21,36,36,21,35,25,25,31,17,27,12,12,20,1,1
46,39,46,27,39,12,10,40,20,27,15,34,29,38,15,20,35,31,27,35,25,25,31,26,25,18,12,19,1,1
49,41,43,24,39,12,9,41,16,23,13,39,22,27,13,24,38,37,14,35,25,24,31,21,28,17,12,20,0,0
45,40,43,26,41,11,9,42,13,20,19,36,15,22,23,23,46,39,8,35,25,24,31,4,27,21,12,21,0,0
49,40,47,21,38,12,9,42,21,24,16,40,9,31,10,22,36,38,20,35,25,26,31,21,28,19,12,20,0,1
48,40,44,25,39,12,9,41,20,23,15,34,29,34,11,23,37,36,13,35,25,22,31,16,26,15,12,20,1,1
49,41,45,23,39,13,9,42,19,25,15,40,20,30,13,25,35,40,16,35,25,26,31,18,26,17,12,20,0,1
45,39,45,16,38,12,10,40,20,26,16,38,11,36,18,20,32,35,28,35,25,27,31,24,26,12,13,20,1,1
49,41,45,21,39,12,9,41,22,23,16,31,20,34,16,23,38,38,16,35,25,23,31,19,29,17,12,20,0,1
50,39,45,12,38,12,9,41,20,24,17,39,16,32,16,24,36,33,25,35,25,28,31,23,26,16,12,20,0,1
46,41,45,16,38,12,8,42,16,18,16,29,13,28,20,16,21,24,28,35,25,23,31,16,27,19,13,21,0,0
50,40,44,15,39,12,9,41,22,23,14,42,20,32,13,22,35,37,26,35,25,25,31,16,28,15,12,20,0,1
48,41,47,20,38,13,9,39,17,25,9,38,13,38,23,21,34,32,25,35,24,26,31,13,28,20,12,21,0,1
46,39,45,21,38,13,11,40,18,27,14,37,19,34,11,22,30,32,20,34,24,25,31,21,27,15,11,18,2,1
44,42,43,14,38,13,8,36,23,19,20,32,22,29,13,19,31,34,25,34,31,19,32,19,28,13,13,21,0,1
49,41,46,20,38,12,9,42,21,22,18,39,10,29,13,22,38,39,20,35,25,25,31,19,28,17,12,20,0,1
49,41,44,16,39,11,9,41,21,22,14,39,15,30,18,21,38,36,21,35,25,26,31,20,29,15,12,20,0,1
49,41,45,18,39,12,9,41,20,20,17,40,17,27,17,22,41,38,18,35,25,23,31,17,29,14,12,20,0,1
44,41,43,18,39,11,8,38,20,22,19,35,17,26,18,18,29,28,24,35,24,26,31,19,26,11,12,21,0,1
49,40,46,21,38,12,9,42,21,23,15,39,10,30,12,22,37,38,20,35,25,25,31,20,28,18,12,20,0,1
49,41,43,16,39,11,9,41,21,22,13,38,16,33,17,21,37,36,21,35,25,27,31,21,29,16,12,20,0,1
48,40,45,23,39,13,9,42,22,24,17,33,22,36,8,19,32,28,16,35,25,27,31,13,26,19,12,20,0,1
45,41,44,13,38,12,9,38,23,19,18,34,22,30,13,19,32,34,24,34,30,21,32,19,27,14,13,21,0,1
49,41,45,19,39,12,9,41,21,21,15,38,11,28,17,22,40,38,19,35,25,23,31,17,29,15,12,20,0,1
49,39,44,16,38,12,9,41,23,21,13,41,20,31,20,21,36,36,21,35,25,25,31,17,27,12,12,20,1,1
49,41,45,21,39,12,9,41,22,22,16,32,19,34,17,23,38,38,16,35,25,23,31,19,29,17,12,20,0,1
47,42,43,18,39,11,9,42,16,20,15,35,18,30,18,18,31,31,25,35,26,27,31,17,25,13,13,21,0,1
46,41,44,15,38,12,9,42,19,18,15,38,20,27,12,19,32,34,23,35,25,26,31,21,26,14,12,20,0,1
47,41,44,15,38,12,9,42,20,19,14,38,21,29,12,20,33,34,23,35,25,26,31,21,26,14,12,20,0,1
47,41,44,14,39,12,9,41,22,21,17,38,17,30,17,19,32,33,25,35,25,25,31,18,27,12,12,20,0,1
48,40,46,19,39,13,9,42,22,24,14,37,19,37,11,21,34,31,16,35,25,26,31,16,27,16,12,20,0,1
46,41,44,13,38,12,9,41,22,20,18,37,16,29,18,18,30,31,25,35,25,25,30,18,27,11,11,20,0,1
48,40,44,14,39,12,9,41,22,21,16,39,18,30,16,20,32,34,25,35,25,25,31,17,27,13,12,20,0,1
46,39,45,22,38,13,11,40,18,27,14,37,21,35,12,22,31,32,21,34,24,25,31,22,27,15,12,19,2,1
48,41,42,17,38,11,9,41,21,17,24,31,24,28,14,17,29,32,24,35,26,25,31,18,27,13,12,21,0,1
48,41,44,20,39,12,9,42,19,22,15,35,20,33,13,19,32,30,21,35,25,27,31,15,26,16,12,21,0,1
48,41,47,20,38,13,9,39,17,24,9,38,12,37,23,21,34,33,25,35,24,26,31,14,28,20,12,21,0,1
47,39,44,21,39,12,10,41,20,25,15,36,20,35,14,22,35,35,20,35,25,24,31,20,26,13,12,20,1,1
48,41,44,20,39,12,9,42,19,22,15,35,20,33,14,19,32,30,21,35,25,27,31,15,26,15,12,21,0,1
49,41,46,20,39,12,9,41,19,24,14,39,18,32,15,24,34,38,17,35,25,26,31,19,27,16,12,20,0,1
50,39,45,12,38,12,9,41,20,24,17,39,16,32,16,24,35,33,25,35,25,28,31,23,26,16,12,20,0,1
49,40,44,16,39,12,9,41,22,23,14,40,20,33,12,21,35,36,24,35,25,25,31,15,28,16,12,20,0,1
47,39,44,20,39,12,10,41,20,25,15,36,20,35,14,22,35,35,21,35,25,24,31,20,26,13,12,20,1,1
49,41,45,20,39,12,9,41,21,22,16,34,17,31,17,23,39,38,17,35,25,23,31,18,29,16,12,20,0,1
46,39,46,25,39,13,10,40,19,27,15,35,26,37,14,21,34,31,25,35,25,25,31,25,25,17,12,19,1,1
49,40,45,20,39,13,9,42,23,25,15,37,22,36,8,21,35,32,17,35,25,26,31,13,27,18,12,20,0,1
48,41,47,21,38,13,9,40,19,24,12,39,11,35,17,22,35,35,23,35,24,26,31,17,28,20,12,20,0,1
40,40,43,19,39,13,7,29,22,23,16,42,11,33,19,22,38,39,35,35,18,32,32,20,27,28,13,20,0,1
48,41,45,21,39,13,9,42,20,23,15,35,20,34,11,19,33,30,19,35,25,27,31,14,26,16,12,20,0,1
45,39,45,17,38,12,10,41,19,25,17,37,12,35,18,19,30,33,27,35,25,27,31,23,26,13,13,20,1,1
49,41,45,19,39,12,9,41,21,22,19,36,14,30,16,23,39,39,18,35,25,23,31,18,29,15,12,20,0,1
48,41,43,14,39,12,9,41,17,20,16,37,21,28,14,18,32,35,23,35,25,24,31,19,28,20,12,20,0,1
48,39,44,26,39,12,10,41,20,24,15,34,29,35,12,22,37,35,17,35,25,22,31,19,26,16,12,20,1,1
