V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
4298,3782,4357,1613,3578,1084,859,3809,1548,2146,1215,3588,1494,3085,1578,2046,3177,2894,1201,3199,2311,2249,2852,1889,2344,1269,1103,1889,1,1
4496,3640,4345,1445,3502,1102,809,3809,1856,2299,878,3742,1561,3199,1156,1572,3171,3320,1841,3181,2274,2202,2857,2181,2622,1315,1108,1874,4,1
4497,3718,4202,1514,3562,1110,833,3812,1916,2128,984,3513,1280,3114,2049,2005,3195,3203,1840,3205,2314,2321,2840,1171,2666,1425,1104,1874,0,1
4555,3671,4074,1332,3561,1087,841,3788,2093,2059,1034,3870,2215,2962,1458,1922,3240,3028,2243,3224,2299,2204,2862,1987,2475,1488,1097,1870,19,1
4209,3560,3952,1352,3549,1098,951,3708,1908,2201,734,3571,1534,3406,1607,1766,3013,2994,2636,3122,2321,2833,2844,1380,2201,1305,1178,1914,129,1
4399,3766,4280,1881,3591,1095,877,3779,1475,2383,742,3481,1352,3309,1015,1973,2941,2895,1389,3203,2344,2574,2827,1728,2612,1793,1068,1829,1,1
4560,3750,4068,2091,3599,1156,839,3817,1583,2299,1261,3736,1942,2871,832,2143,3210,3441,1657,3208,2321,2410,2847,1506,2578,1754,1098,1868,2,1
1892,4764,1809,2656,2953,878,235,5123,913,948,2468,2374,2056,2250,1491,1007,1110,1237,2515,3324,2507,1800,2761,1838,3007,1399,1239,1924,0,0
4561,3728,4224,2124,3557,1114,831,3796,2016,2382,1053,3107,2328,3553,1023,2050,3058,2969,1423,3195,2302,2292,2873,1609,2433,1480,1093,1863,0,1
4408,3684,4184,1878,3590,1094,836,3792,1499,2482,853,3536,1760,3331,1607,1836,3156,2840,2945,3230,2354,2623,2879,2266,2125,3948,1075,1890,1,1
4312,3712,4203,1145,3567,1153,793,3618,1343,2240,1337,3505,1461,3239,1834,2039,3314,2944,3257,3266,2218,2659,2844,877,2474,1780,1093,1889,5,1
4321,3674,4361,1556,3539,1167,873,3799,1770,2200,912,3556,1730,3287,2292,1826,3068,3175,2671,3266,2354,2552,2883,1257,2452,1563,1092,1862,52,1
4116,3745,4355,1877,3557,1133,887,3626,1901,2721,1368,3543,1554,3128,2083,1748,3081,2656,2373,3155,2375,2436,2869,2134,2322,1524,818,1907,19,1
3819,3393,4249,1625,3653,1008,772,3604,2116,2206,1131,3514,859,3142,2008,2094,3167,2988,1621,2972,2431,2072,2801,1832,2414,1187,1296,1857,56,1
4347,3763,3988,1186,3558,1092,958,3739,1681,1863,1037,3540,1722,2879,1523,1931,3369,3411,1989,3214,2331,2498,2824,1194,2873,1474,1099,1847,86,1
4110,3861,3944,2129,3487,1018,690,3870,1095,1452,2214,2114,1672,2059,1951,686,1034,1258,3472,3266,2435,2506,2833,1935,2425,1495,1216,2000,2,0
4335,3758,4306,1447,3572,1115,848,3821,1682,2128,1598,3661,1312,3144,1844,1939,3223,3359,2280,3213,2327,2397,2842,1470,2540,1405,1091,1871,0,1
4101,3680,4303,1323,3568,1044,848,3792,2050,2372,1176,3692,1822,3125,1924,1983,3053,2901,2192,3170,2231,2204,2958,1966,2600,1758,1234,1868,0,1
4556,3777,4044,2178,3589,1078,854,3797,1489,2255,1590,3625,1332,2813,933,2156,3397,3451,1490,3202,2304,2245,2859,1593,2521,1590,1096,1870,1,1
