V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
2610,2297,2646,980,2173,658,521,2313,940,1304,738,2179,907,1874,959,1243,1930,1758,729,1943,1404,1366,1732,1147,1424,771,670,1147,1,1
2576,2344,2486,985,2155,628,476,2326,1026,857,1272,1382,1458,1483,1070,851,1541,1693,1559,1975,1440,1476,1703,945,1678,1078,710,1164,0,0
2731,2369,2351,1390,2223,640,538,2291,939,1112,1078,1657,1370,1364,855,1404,2547,2516,588,1953,1386,1306,1703,440,1759,1262,667,1146,0,1
2731,2211,2639,877,2127,669,492,2314,1128,1396,533,2273,948,1943,702,955,1926,2016,1118,1932,1381,1337,1735,1325,1593,799,673,1138,2,1
1641,2726,1473,1569,1901,549,216,2863,502,489,1767,1158,1000,1029,931,462,469,696,1671,2014,1520,1211,1701,1098,1705,843,772,1176,0,0
2731,2258,2552,920,2163,674,506,2315,1164,1292,598,2134,777,1892,1245,1218,1940,1945,1118,1947,1406,1410,1725,711,1619,866,671,1138,0,1
2766,2230,2475,809,2163,660,511,2301,1271,1251,628,2351,1345,1799,886,1167,1968,1839,1363,1958,1396,1338,1738,1207,1503,904,666,1136,12,1
2556,2162,2400,821,2156,667,577,2252,1159,1337,446,2169,932,2069,976,1073,1830,1819,1601,1896,1410,1721,1727,838,1337,793,716,1163,79,1
2725,2286,2505,1027,2166,646,509,2315,1149,1166,1094,2176,557,1532,842,1293,2233,2344,1194,1949,1386,1275,1727,1018,1617,783,672,1144,0,1
2672,2287,2599,1143,2181,665,533,2296,896,1447,451,2114,821,2010,616,1199,1786,1758,843,1945,1424,1564,1717,1050,1587,1089,649,1111,1,1
2722,2274,2565,1126,2160,670,504,2325,1019,1330,1048,2119,386,1825,1039,1294,2030,2094,895,1944,1407,1397,1733,1037,1563,1007,669,1140,0,1
2770,2277,2471,1270,2186,702,510,2318,961,1396,766,2269,1179,1744,505,1302,1950,2090,1006,1949,1410,1464,1729,915,1566,1065,667,1135,1,1
1149,2894,1099,1613,1794,533,143,3112,555,576,1499,1442,1249,1367,906,612,674,752,1528,2019,1523,1093,1677,1116,1826,850,752,1169,0,0
2488,2095,2639,1064,2180,649,511,2310,1100,1265,642,2174,1171,1819,1349,1222,1930,2218,1388,2028,1450,1496,1799,948,1550,891,650,1138,58,1
2770,2264,2566,1290,2160,677,505,2306,1225,1447,639,1887,1414,2158,622,1245,1857,1803,864,1940,1398,1392,1745,977,1478,899,664,1132,0,1
2677,2237,2541,1141,2181,664,508,2303,910,1507,518,2148,1069,2023,976,1115,1917,1725,1789,1962,1430,1593,1749,1376,1291,2398,653,1148,1,1
2619,2255,2553,695,2166,700,482,2198,816,1361,812,2129,887,1967,1114,1238,2013,1788,1978,1984,1347,1615,1727,533,1502,1081,664,1147,3,1
2624,2231,2649,945,2149,709,530,2307,1075,1336,554,2160,1051,1997,1392,1109,1864,1928,1622,1984,1430,1550,1751,764,1489,950,663,1131,32,1
2594,2318,2447,1487,2149,719,520,2308,778,1304,1126,1828,860,1460,937,1062,1704,1855,1796,1942,1385,1306,1757,1030,1408,975,651,1078,35,1
2543,2352,2541,851,2162,720,473,2026,1418,1260,437,2194,753,1612,613,1209,2105,2210,1116,1902,1792,1211,1756,660,1538,800,669,1132,1,1
2500,2275,2645,1140,2160,688,539,2202,1155,1653,831,2152,944,1900,1265,1062,1872,1613,1441,1916,1443,1479,1743,1296,1411,926,497,1158,11,1
2606,2162,2571,913,2108,704,558,2300,1293,1158,741,2175,702,1792,1170,1032,2121,2003,1686,2017,1436,1513,1812,1137,1539,851,647,1123,85,1
2320,2061,2581,987,2219,612,469,2189,1285,1340,687,2134,522,1909,1219,1272,1923,1815,985,1805,1477,1258,1701,1113,1466,721,787,1128,34,1
2640,2286,2422,720,2161,663,582,2271,1021,1131,630,2150,1046,1749,925,1173,2046,2072,1208,1952,1416,1517,1715,725,1745,895,667,1122,52,1
2574,2297,2550,1048,2114,665,482,2357,846,1125,1194,1940,867,1787,1057,923,1378,1584,1668,1982,1443,1438,1753,1232,1537,804,703,1150,22,0
2496,2345,2396,1293,2118,618,419,2351,665,882,1345,1284,1016,1251,1185,417,628,764,2109,1983,1479,1522,1721,1175,1473,908,738,1215,1,0
2427,2156,2437,838,2075,699,520,2317,1074,1019,721,1730,820,1688,1137,1077,1242,1491,1263,1910,1416,1437,1671,921,1455,1461,732,1096,99,0
2633,2282,2615,879,2170,677,515,2321,1022,1292,971,2224,797,1910,1120,1178,1957,2040,1385,1951,1413,1456,1726,893,1543,853,663,1136,0,1
2491,2235,2613,803,2167,634,515,2303,1245,1441,714,2243,1107,1898,1169,1205,1854,1762,1332,1925,1355,1339,1797,1194,1579,1068,749,1134,0,1
2767,2294,2456,1323,2180,655,519,2306,904,1369,965,2202,809,1709,567,1309,2063,2096,905,1945,1400,1364,1736,967,1531,966,666,1136,1,1
2656,2061,2441,780,2128,656,534,2292,1386,1237,837,2360,662,2097,846,1070,1864,1942,1507,2020,1452,1393,1691,1102,1489,380,656,1145,120,1
2722,2278,2566,1124,2162,670,506,2321,989,1326,1085,2202,700,1800,1011,1288,2022,2059,893,1947,1408,1414,1732,1049,1571,1005,669,1140,0,1
2637,2184,2469,1130,2168,675,536,2308,1017,1332,893,2201,695,1950,979,1071,2038,2125,1905,1998,1439,1512,1795,1255,1398,808,666,1145,49,1
2768,2283,2491,1315,2173,679,504,2316,1030,1349,643,2120,1015,1630,892,1355,2044,2185,691,1947,1421,1546,1733,1186,1527,1113,670,1138,0,1
2722,2254,2627,1095,2154,696,503,2324,1036,1406,908,2393,1087,1999,675,1167,1847,1669,1138,1947,1399,1373,1737,1064,1566,912,669,1136,0,1
722,3074,782,1645,1706,550,41,3069,513,552,1260,1721,1324,1709,846,755,860,815,1333,2068,1372,1143,1689,1109,1902,843,733,1169,0,0
2572,2337,2389,953,2164,633,476,2351,724,926,1324,1804,935,1419,818,853,1514,1611,1755,1973,1450,1485,1714,1257,1545,1409,704,1159,0,0
2301,2093,2383,938,2123,641,489,2332,988,1047,710,1777,821,1781,1105,1023,1306,1366,1477,1906,1409,1305,1607,957,1395,1397,723,1077,55,0
2620,2262,2643,723,2144,662,518,2317,1122,1247,974,2184,599,1883,987,1289,1892,2124,1074,1946,1417,1463,1730,1216,1464,1151,663,1136,14,1
2546,2301,2581,867,2173,661,487,2171,1143,1333,718,2102,495,1902,1296,1149,2074,1899,1415,1916,1584,1226,1728,1027,1445,1240,710,1147,0,1
2598,2163,2629,871,2131,699,533,2315,1122,1330,917,2137,461,2055,1225,1160,1857,2014,1439,1997,1447,1563,1790,1048,1450,1331,645,1122,57,1
2577,2187,2578,900,2364,523,327,2293,1461,1514,951,2052,817,2352,725,1005,2012,1505,873,1901,1480,1214,978,724,891,658,713,1167,0,1
2709,2241,2413,861,2094,646,416,2354,860,1044,1361,1571,856,1429,817,822,987,930,1764,1973,1478,1618,1738,1054,1495,946,723,1159,2,0
2654,2281,2687,1176,2140,724,473,2213,946,1370,938,2354,966,2049,1008,1165,1900,1887,1372,1979,1345,1623,1729,1156,1622,1218,676,1152,0,1
2597,2224,2701,912,2162,716,494,2286,1305,1376,857,2262,524,1946,805,1041,1927,1791,1421,1934,1462,1578,1718,962,1398,873,669,1109,5,1
2562,2177,2598,765,2153,682,518,2299,1040,1394,478,2207,1018,1950,784,1002,1864,1945,899,1900,1368,1318,1714,907,1501,709,670,1140,35,1
2768,2320,2393,1360,2193,639,525,2301,851,1285,1099,2144,808,1482,636,1372,2242,2338,794,1947,1400,1372,1730,902,1567,1046,667,1139,0,1
2618,2233,2572,583,2118,701,564,2292,1242,1177,600,2236,870,2017,1113,1048,1894,1749,1495,1952,1412,1490,1738,967,1598,685,678,1127,60,1
642,822,0,2800,0,2800,2800,1072,526,205,1903,1080,2800,1289,2800,2800,1148,1381,2776,0,78,2374,1660,2800,2288,2747,2800,0,2800,0
2722,2288,2509,1025,2170,657,510,2318,1117,1159,1200,2276,850,1511,863,1254,2262,2194,1076,1951,1390,1317,1729,991,1607,790,674,1144,0,1
2728,2210,2621,756,2142,704,489,2326,1330,1309,671,2410,1220,1910,599,1171,1829,1888,1638,1955,1406,1458,1722,802,1590,1617,666,1135,3,1
2524,2401,2457,941,2162,735,446,1825,1678,1380,780,1952,1306,1800,730,1181,2203,2259,1158,1876,2025,1015,1814,1104,1237,605,657,1125,1,1
2664,2293,2620,1108,2181,695,526,2307,869,1466,795,2292,1151,1980,499,1237,1741,1857,916,1948,1423,1551,1725,1351,1477,927,647,1119,0,1
2667,2323,2558,1477,2179,688,509,2317,923,1340,748,2158,1172,1505,866,1206,2259,2165,1447,1960,1407,1458,1726,1360,1463,1214,657,1140,0,1
2635,2292,2645,864,2162,655,523,2303,1098,1262,820,2154,761,1825,1193,1165,2003,1912,1021,1950,1416,1509,1722,1228,1507,792,655,1126,1,1
2764,2252,2366,898,2184,670,509,2317,1334,1103,879,2133,572,1418,763,1284,2282,2584,1320,1956,1408,1450,1714,732,1614,869,672,1141,12,0
2687,2296,2555,1132,2188,683,530,2307,873,1435,418,2207,1116,2009,528,1194,1789,1669,914,1943,1415,1485,1737,1212,1376,861,674,1142,0,1
2727,2260,2555,859,2159,657,510,2312,1075,1289,1110,2319,922,1887,1035,1197,1984,1885,1176,1949,1405,1402,1732,1101,1577,1159,666,1138,0,1
2722,2275,2602,1181,2158,673,505,2313,1281,1288,900,1916,1312,1961,711,1191,2101,1790,905,1945,1383,1290,1738,1123,1562,905,668,1139,0,1
2730,2206,2566,680,2143,670,496,2313,1017,1370,867,2196,934,1879,813,1304,1953,1719,1629,1963,1407,1374,1726,894,1587,819,667,1138,11,1
2623,2277,2614,1110,2103,736,474,2076,1177,1148,622,2363,979,1838,832,1128,2098,1987,1555,2006,1255,1663,1751,1306,1602,1006,691,1156,35,1
2747,2212,2443,862,2158,638,520,2293,1303,1209,648,2259,963,1773,917,1154,2048,1979,1312,1966,1410,1388,1723,953,1543,702,666,1139,30,1
2653,2241,2533,697,2170,665,531,2304,1177,1192,575,2300,1283,1806,783,1169,1941,1873,1299,1967,1407,1383,1757,1196,1426,837,669,1143,20,1
2579,2355,2376,1041,2145,622,474,2345,985,1021,1018,1503,1457,1884,630,750,1332,1279,1416,1948,1464,1622,1727,1036,1585,828,661,1145,0,0
2547,1918,2365,933,2115,677,560,2280,1376,1199,471,2209,614,2107,1009,1096,1879,1903,1328,2095,1486,1255,1649,1309,1426,501,641,1159,232,1
2636,2279,2615,801,2166,641,526,2306,1065,1246,645,2153,751,1926,999,1209,1897,1907,1025,1949,1408,1389,1727,1156,1580,704,665,1135,3,1
2419,2360,2383,1266,2087,639,412,2390,708,811,1256,1343,1031,1257,1007,470,650,737,1991,1967,1468,1417,1722,1171,1519,794,706,1198,12,0
2371,2396,2376,783,2132,726,448,1921,1348,992,1359,1603,1232,1557,705,999,1631,1929,1421,1852,1919,958,1786,999,1594,708,731,1176,28,1
2234,2219,2376,1090,2201,718,376,1613,1218,1307,897,2360,633,1847,1049,1238,2155,2192,1990,1936,1016,1798,1813,1113,1530,1596,753,1143,1,1
2606,2340,2412,1021,2163,625,504,2326,865,1106,865,1921,1006,1625,1024,968,1695,1721,1453,1960,1438,1543,1740,962,1395,715,714,1168,4,1
2502,2170,2636,1015,2152,666,520,2298,1241,1366,529,2138,602,1982,1004,1099,1902,1837,1686,1903,1385,1497,1771,1218,1544,884,672,1162,23,1
2725,2287,2502,1035,2169,651,510,2314,1183,1145,846,2118,642,1509,1036,1245,2285,2123,1021,1948,1385,1279,1729,924,1611,807,674,1144,0,1
2758,2236,2555,1264,2176,764,491,2345,1304,1431,846,1980,1253,2132,353,1144,1945,1655,803,1940,1410,1515,1739,677,1487,1061,668,1130,4,1
858,3008,882,1637,1733,540,81,3128,542,577,1338,1625,1326,1590,873,707,799,792,1408,2044,1448,1099,1679,1116,1882,847,739,1168,0,0
2689,2276,2535,1031,2126,651,467,2334,964,1157,1225,1966,837,1762,988,949,1326,1499,1410,1959,1432,1413,1734,1242,1593,737,699,1152,0,0
2782,2267,2392,827,2183,630,527,2287,1164,1250,680,2196,856,1847,993,1122,2044,1965,1253,1945,1419,1541,1723,1234,1661,854,666,1134,0,1
2775,2357,2318,1400,2217,633,531,2288,1031,1137,995,1698,1574,1326,791,1477,2476,2621,627,1952,1377,1239,1722,392,1593,1054,667,1143,0,0
