V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
46611,41016,47251,17498,38809,11758,9312,41312,16790,23278,13179,38910,16205,33457,17120,22188,34462,31388,13022,34700,25067,24390,30928,20485,25425,13765,11961,20483,15,1
48761,39480,47126,15670,37983,11953,8778,41314,20135,24933,9520,40586,16935,34699,12537,17045,34396,36009,19971,34503,24666,23883,30982,23659,28440,14264,12017,20323,38,1
48772,40330,45574,16420,38630,12035,9038,41343,20786,23076,10670,38104,13879,33779,22225,21750,34649,34739,19958,34762,25102,25171,30808,12699,28917,15457,11975,20329,2,1
49399,39816,44191,14451,38628,11789,9123,41083,22704,22336,11219,41977,24026,32126,15813,20841,35139,32843,24333,34968,24935,23902,31037,21551,26839,16141,11896,20284,211,1
45648,38610,42864,14667,38493,11906,10310,40216,20692,23869,7961,38730,16637,36944,17433,19158,32679,32478,28585,33856,25171,30730,30843,14972,23867,14155,12782,20763,1403,1
47716,40846,46419,20406,38944,11876,9510,40991,15995,25846,8048,37756,14663,35885,11007,21402,31894,31395,15062,34739,25426,27921,30658,18742,28331,19450,11583,19840,15,1
48605,40606,45798,20104,38570,11956,9007,41512,18203,23745,18720,37841,6900,32595,18561,23107,36243,37387,15982,34710,25134,24950,30938,18509,27919,17983,11943,20356,0,1
49455,40669,44124,22674,39032,12535,9101,41399,17166,24931,13678,40524,21062,31135,9019,23244,34818,37323,17968,34797,25176,26134,30876,16338,27959,19026,11913,20260,18,1
44425,37413,47126,18992,38928,11587,9132,41257,19650,22591,11457,38814,20914,32486,24086,21823,34458,39600,24780,36217,25887,26715,32133,16927,27677,15914,11615,20323,1030,1
49473,40430,45815,23040,38575,12086,9014,41172,21869,25831,11416,33701,25246,38536,11101,22232,33162,32197,15434,34651,24968,24854,31157,17450,26393,16057,11860,20209,2,1
47805,39954,45382,20366,38940,11861,9070,41131,16255,26917,9246,38352,19091,36132,17433,19910,34231,30806,31942,35030,25530,28447,31227,24572,23046,42815,11654,20497,14,1
46766,40260,45582,12417,38685,12506,8602,39243,14564,24295,14501,38016,15844,35132,19897,22113,35941,31932,35321,35425,24055,28839,30842,9517,26829,19306,11850,20484,58,1
