V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1119,984,1134,420,931,282,223,991,403,559,316,934,389,803,411,533,827,753,313,833,602,585,742,492,610,330,287,492,0,1
1104,1005,1065,422,924,269,204,997,440,367,545,592,625,636,459,365,661,726,668,846,617,632,730,405,719,462,304,499,0,0
1170,948,1131,376,912,287,211,992,483,598,228,974,406,833,301,409,825,864,479,828,592,573,744,568,683,342,288,488,1,1
703,1168,631,672,815,235,93,1227,215,209,757,496,429,441,399,198,201,298,716,863,651,519,729,471,731,361,331,504,0,0
1171,968,1094,394,927,289,217,992,499,554,256,915,333,811,533,522,832,834,479,834,602,604,739,305,694,371,287,488,0,1
1186,956,1061,347,927,283,219,986,545,536,269,1007,577,771,380,500,843,788,584,839,598,574,745,517,644,387,286,487,5,1
1096,927,1029,352,924,286,247,965,497,573,191,930,399,887,418,460,784,779,686,813,604,738,740,359,573,340,307,498,34,1
1168,980,1073,440,928,277,218,992,492,500,469,932,239,656,361,554,957,1005,512,835,594,547,740,436,693,336,288,490,0,1
1145,980,1114,490,935,285,228,984,384,620,193,906,352,861,264,514,765,753,361,834,610,670,736,450,680,467,278,476,0,1
1167,975,1099,482,926,287,216,996,437,570,449,908,166,782,445,555,870,897,384,833,603,599,743,444,670,432,287,489,0,1
1187,976,1059,544,937,301,218,994,412,598,328,973,505,747,216,558,836,896,431,835,604,627,741,392,671,457,286,486,0,1
492,1240,471,691,769,229,61,1334,238,247,642,618,535,586,388,262,289,322,655,865,653,469,719,478,783,364,322,501,0,0
1066,898,1131,456,934,278,219,990,472,542,275,932,502,780,578,524,827,950,595,869,621,641,771,406,664,382,279,488,25,1
1187,970,1100,553,926,290,216,988,525,620,274,809,606,925,266,534,796,773,370,832,599,596,748,419,633,385,285,485,0,1
1147,959,1089,489,935,285,218,987,390,646,222,920,458,867,418,478,822,739,767,841,613,683,749,590,553,1028,280,492,0,1
1122,966,1094,298,928,300,206,942,350,583,348,912,380,843,478,531,863,766,848,850,577,692,740,228,644,463,284,492,1,1
1125,956,1135,405,921,304,227,989,461,573,237,926,450,856,597,475,799,826,695,850,613,664,750,327,638,407,284,485,14,1
1090,1008,1089,365,927,309,203,868,608,540,187,940,323,691,263,518,902,947,478,815,768,519,753,283,659,343,287,485,0,1
1071,975,1134,489,926,295,231,944,495,708,356,922,405,814,542,455,802,691,618,821,618,634,747,556,605,397,213,496,5,1
1117,927,1102,391,903,302,239,986,554,496,318,932,301,768,501,442,909,858,723,864,616,648,776,487,660,365,277,481,36,1
994,883,1106,423,951,262,201,938,551,574,294,915,224,818,523,545,824,778,422,774,633,539,729,477,628,309,337,483,15,1
1131,980,1038,309,926,284,249,973,438,485,270,921,448,749,397,503,877,888,518,837,607,650,735,311,748,384,286,481,22,1
1070,1005,1027,554,908,265,180,1007,285,378,576,550,435,536,508,179,269,327,904,850,634,652,737,504,631,389,316,521,1,0
1040,924,1044,359,889,300,223,993,460,437,309,742,351,723,487,462,532,639,541,819,607,616,716,395,624,626,314,470,43,0
1129,978,1121,377,930,290,221,995,438,554,416,953,342,818,480,505,839,874,594,836,606,624,740,383,661,366,284,487,0,1
1068,958,1120,344,929,272,221,987,534,617,306,961,474,814,501,516,795,755,571,825,581,574,770,512,677,458,321,486,0,1
1186,983,1053,567,934,281,222,988,387,587,414,944,347,732,243,561,884,898,388,833,600,584,744,415,656,414,285,487,0,1
1138,883,1046,334,912,281,229,982,594,530,359,1012,284,899,363,459,799,832,646,866,622,597,725,472,638,163,281,491,51,1
1167,976,1100,482,927,287,217,995,424,568,465,944,300,771,433,552,867,883,383,834,604,606,742,450,673,431,287,489,0,1
1130,936,1058,484,929,289,230,989,436,571,383,943,298,836,420,459,874,911,816,856,617,648,769,538,599,346,285,491,21,1
1186,978,1068,564,931,291,216,993,441,578,275,909,435,699,382,581,876,936,296,835,609,662,743,508,654,477,287,488,0,1
1167,966,1126,469,923,298,216,996,444,603,389,1025,466,857,289,500,792,715,488,834,600,588,744,456,671,391,287,487,0,1
1102,1002,1024,409,927,271,204,1007,310,397,567,773,401,608,351,366,649,690,752,845,621,636,735,539,662,604,302,497,0,0
1123,970,1133,310,919,284,222,993,481,535,417,936,257,807,423,553,811,910,460,834,607,627,741,521,628,493,284,487,6,1
1091,986,1106,372,931,283,209,930,490,571,308,901,212,815,555,492,889,814,607,821,679,526,740,440,619,531,304,491,0,1
1113,927,1127,373,913,299,228,992,481,570,393,916,197,881,525,497,796,863,617,856,620,670,767,449,621,571,276,481,24,1
1105,937,1105,386,1013,224,140,983,626,649,408,879,350,1008,311,431,862,645,374,815,634,520,419,310,382,282,306,500,0,1
1161,960,1034,369,898,277,178,1009,369,448,583,673,367,612,350,352,423,399,756,846,633,694,745,452,641,405,310,497,1,0
1137,978,1152,504,917,310,203,949,405,587,402,1009,414,878,432,499,814,809,588,848,577,695,741,495,695,522,290,494,0,1
1113,953,1158,391,927,307,212,980,559,590,367,969,225,834,345,446,826,767,609,829,627,676,736,412,599,374,287,475,2,1
1098,933,1113,328,923,292,222,985,446,597,205,946,436,836,336,429,799,833,385,814,586,565,735,389,643,304,287,489,15,1
1163,1020,991,590,948,275,225,956,347,521,505,880,352,524,346,624,1045,1151,345,831,641,556,751,261,548,414,291,490,0,1
1186,994,1026,583,940,274,225,986,365,551,471,919,346,635,272,588,961,1002,340,834,600,588,741,387,671,448,286,488,0,1
1122,957,1102,250,908,300,242,982,532,504,257,958,373,865,477,449,812,750,641,836,605,638,745,415,685,294,290,483,26,1
275,352,0,1200,0,1200,1200,459,226,88,816,463,1200,553,1200,1200,492,592,1190,0,33,1017,711,1200,981,1177,1200,0,1200,0
1169,947,1123,324,918,302,210,997,570,561,288,1033,523,818,257,502,784,809,702,838,603,625,738,344,681,693,285,486,1,1
1082,1029,1053,403,926,315,191,782,719,591,334,837,560,771,313,506,944,968,496,804,868,435,777,473,530,259,282,482,0,1
1142,983,1123,475,935,298,225,989,372,628,341,982,493,849,214,530,746,796,393,835,610,665,739,579,633,397,277,480,0,1
1143,995,1096,633,934,295,218,993,395,574,320,925,502,645,371,517,968,928,620,840,603,625,740,583,627,520,281,489,0,1
1129,982,1134,370,927,281,224,987,471,541,352,923,326,782,511,499,858,819,437,836,607,647,738,526,646,340,281,483,0,1
1184,965,1014,385,936,287,218,993,572,473,377,914,245,608,327,550,978,1107,566,838,604,621,734,314,692,373,288,489,5,0
1151,984,1095,485,938,293,227,989,374,615,179,946,478,861,226,512,767,715,392,833,607,637,744,519,590,369,289,490,0,1
1169,969,1095,368,925,282,218,991,461,552,476,994,395,809,444,513,850,808,504,835,602,601,742,472,676,497,286,488,0,1
1167,975,1115,506,925,289,216,991,549,552,386,821,562,840,305,510,900,767,388,834,593,553,745,481,669,388,286,488,0,1
1170,945,1100,291,918,287,213,991,436,587,371,941,400,805,348,559,837,737,698,841,603,589,740,383,680,351,286,488,5,1
1124,976,1120,476,901,315,203,890,504,492,266,1013,419,788,356,483,899,852,667,860,538,713,750,560,686,431,296,496,15,1
1177,948,1047,369,925,274,223,983,558,518,278,968,413,760,393,494,878,848,562,842,604,595,738,409,661,301,286,488,13,1
1137,961,1086,299,930,285,228,987,504,511,246,986,550,774,336,501,832,803,557,843,603,593,753,513,611,359,287,490,9,1
1105,1009,1018,446,919,266,203,1005,422,437,436,644,624,807,270,322,571,548,607,835,627,695,740,444,679,355,283,491,0,0
1092,822,1013,400,907,290,240,977,590,514,202,947,263,903,432,470,805,815,569,898,637,538,707,561,611,215,275,497,99,1
