V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
4484,3946,4546,1683,3733,1131,896,3974,1615,2239,1268,3743,1559,3219,1647,2134,3315,3020,1253,3338,2411,2346,2975,1971,2446,1324,1151,1970,1,1
4424,4027,4270,1692,3702,1078,817,3996,1763,1472,2184,2374,2505,2548,1838,1462,2648,2909,2677,3392,2473,2535,2925,1624,2882,1852,1220,1999,0,0
4691,3798,4533,1507,3654,1150,844,3974,1937,2399,916,3904,1629,3338,1206,1640,3309,3464,1921,3319,2373,2298,2980,2276,2736,1372,1156,1955,4,1
2820,4683,2531,2695,3265,942,371,4918,862,840,3036,1990,1718,1768,1599,794,806,1196,2870,3460,2610,2081,2922,1887,2929,1447,1327,2020,0,0
4692,3880,4384,1580,3716,1158,869,3977,2000,2220,1026,3666,1335,3250,2138,2092,3333,3342,1920,3344,2415,2421,2964,1222,2782,1487,1152,1956,0,1
4752,3830,4251,1390,3716,1134,878,3952,2184,2149,1079,4038,2311,3091,1521,2005,3380,3160,2341,3364,2399,2299,2986,2073,2582,1553,1144,1951,20,1
4391,3714,4123,1411,3703,1145,992,3869,1991,2296,766,3726,1600,3554,1677,1843,3144,3124,2750,3257,2421,2956,2967,1440,2296,1362,1230,1997,135,1
4682,3926,4303,1764,3721,1110,875,3977,1974,2004,1879,3737,956,2631,1446,2221,3837,4027,2051,3348,2382,2191,2966,1749,2778,1346,1155,1965,0,1
4590,3929,4465,1963,3746,1143,915,3943,1539,2486,774,3632,1411,3452,1059,2059,3068,3020,1449,3342,2446,2686,2949,1803,2725,1871,1114,1909,1,1
4676,3906,4406,1934,3710,1150,866,3993,1751,2284,1801,3640,664,3136,1786,2223,3487,3597,1537,3339,2418,2400,2976,1781,2686,1730,1149,1958,0,1
4758,3912,4245,2181,3755,1206,875,3983,1651,2398,1316,3898,2026,2995,868,2236,3349,3591,1728,3347,2422,2514,2970,1572,2690,1830,1146,1949,2,1
